j1_1,j1_2,j1_3,j1_4,j1_5,j1_6,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j1_l1,j1_l2,j2_l1,j2_l2
calyrexshadow,grimmsnarl,regigigas,urshifurapidstrike,weezinggalar,zamazentacrowned,amoonguss,calyrexice,ironjugulis,kyogre,rhyperior,urshifurapidstrike,regigigas,weezinggalar,ironjugulis,kyogre
amoonguss,calyrexice,farigiraf,incineroar,miraidon,urshifurapidstrike,grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,farigiraf,miraidon,lunala,miraidon
amoonguss,calyrexice,ironjugulis,kyogre,rhyperior,urshifurapidstrike,brutebonnet,chiyu,fluttermane,koraidon,lunala,ursaluna,ironjugulis,kyogre,brutebonnet,lunala
grimmsnarl,incineroar,polteageist,rillaboom,ursalunabloodmoon,urshifurapidstrike,amoonguss,annihilape,chienpao,farigiraf,gholdengo,ursalunabloodmoon,polteageist,rillaboom,amoonguss,annihilape
amoonguss,calyrexshadow,dragapult,irontreads,miraidon,whimsicott,amoonguss,fluttermane,incineroar,koraidon,lunala,ogerponhearthflame,miraidon,whimsicott,fluttermane,lunala
calyrexshadow,clefairy,rayquaza,smeargle,tornadus,urshifurapidstrike,amoonguss,calyrexice,gholdengo,ragingbolt,ursalunabloodmoon,urshifurapidstrike,smeargle,tornadus,amoonguss,gholdengo
grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,amoonguss,calyrexice,ironjugulis,kyogre,rhyperior,urshifurapidstrike,grimmsnarl,incineroar,ironjugulis,kyogre
grimmsnarl,incineroar,polteageist,rillaboom,ursalunabloodmoon,urshifurapidstrike,amoonguss,annihilape,chienpao,farigiraf,gholdengo,ursalunabloodmoon,polteageist,rillaboom,annihilape,farigiraf
charizard,dragalge,greninja,infernape,sylveon,torterra,basculegionf,ironmoth,ironvaliant,lucario,mandibuzz,pyroar,infernape,sylveon,lucario,mandibuzz
grimmsnarl,incineroar,polteageist,rillaboom,ursalunabloodmoon,urshifurapidstrike,amoonguss,annihilape,chienpao,farigiraf,gholdengo,ursalunabloodmoon,grimmsnarl,rillaboom,amoonguss,annihilape
calyrexice,chienpao,grimmsnarl,koraidon,ogerponhearthflame,tornadus,arcaninehisui,ceruledge,klefki,koraidon,ogerponhearthflame,slitherwing,koraidon,tornadus,arcaninehisui,slitherwing
basculegionf,ironmoth,ironvaliant,lucario,mandibuzz,pyroar,charizard,dragalge,greninja,infernape,sylveon,torterra,mandibuzz,pyroar,charizard,torterra
koraidon,roaringmoon,slitherwing,talonflame,venusaur,zaciancrowned,calyrexice,chienpao,grimmsnarl,koraidon,ogerponhearthflame,tornadus,roaringmoon,zaciancrowned,koraidon,tornadus
farigiraf,incineroar,lunala,rillaboom,urshifurapidstrike,zamazentacrowned,fluttermane,gothitelle,incineroar,koraidon,miraidon,screamtail,incineroar,lunala,koraidon,miraidon
amoonguss,calyrexshadow,incineroar,ursalunabloodmoon,whimsicott,zaciancrowned,brutebonnet,calyrexice,chiyu,fluttermane,greattusk,koraidon,calyrexshadow,whimsicott,fluttermane,koraidon
fluttermane,gothitelle,incineroar,koraidon,miraidon,screamtail,calyrexshadow,chiyu,ragingbolt,rillaboom,tinglu,zamazentacrowned,fluttermane,koraidon,calyrexshadow,rillaboom
grimmsnarl,incineroar,polteageist,rillaboom,ursalunabloodmoon,urshifurapidstrike,farigiraf,gholdengo,incineroar,rillaboom,ursalunabloodmoon,urshifurapidstrike,grimmsnarl,incineroar,gholdengo,incineroar
amoonguss,calyrexice,farigiraf,incineroar,miraidon,urshifurapidstrike,fluttermane,ironbundle,ironhands,koraidon,miraidon,ragingbolt,farigiraf,miraidon,koraidon,miraidon
incineroar,ironhands,lunala,miraidon,urshifurapidstrike,whimsicott,calyrexshadow,chiyu,ragingbolt,rillaboom,tinglu,zamazentacrowned,lunala,whimsicott,tinglu,zamazentacrowned
farigiraf,gholdengo,incineroar,rillaboom,ursalunabloodmoon,urshifurapidstrike,grimmsnarl,incineroar,polteageist,rillaboom,ursalunabloodmoon,urshifurapidstrike,farigiraf,rillaboom,grimmsnarl,incineroar
bronzong,calyrexice,koraidon,regigigas,volcarona,weezinggalar,brutebonnet,incineroar,kyuremwhite,lunala,ninetalesalola,ogerponwellspring,volcarona,weezinggalar,incineroar,ninetalesalola
brutebonnet,chiyu,fluttermane,incineroar,koraidon,lunala,farigiraf,flygon,kyogre,mienshao,talonflame,zaciancrowned,fluttermane,koraidon,talonflame,zaciancrowned
calyrexshadow,clefairy,grimmsnarl,incineroar,rillaboom,zamazentacrowned,calyrexice,grimmsnarl,incineroar,miraidon,rillaboom,ursaluna,calyrexshadow,grimmsnarl,calyrexice,grimmsnarl
calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,rillaboom,smeargle,incineroar,lunala
archaludon,fluttermane,kyogre,miraidon,pachirisu,urshifurapidstrike,brutebonnet,calyrexshadow,farigiraf,koraidon,landorus,whimsicott,fluttermane,kyogre,landorus,whimsicott
calyrexshadow,gholdengo,miraidon,pawmot,sneasler,ursalunabloodmoon,bronzong,calyrexice,koraidon,regigigas,volcarona,weezinggalar,calyrexshadow,miraidon,regigigas,weezinggalar
charizard,groudon,koraidon,ogerponhearthflame,torkoal,whimsicott,archaludon,incineroar,kyogre,lunala,urshifurapidstrike,whimsicott,groudon,whimsicott,incineroar,lunala
calyrexshadow,chienpao,incineroar,ragingbolt,rillaboom,zamazentacrowned,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,chienpao,incineroar,smeargle,tornadus
chienpao,farigiraf,fluttermane,kyogre,whimsicott,zamazentacrowned,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,fluttermane,whimsicott,tornadus,zamazentacrowned
farigiraf,groudon,incineroar,lilliganthisui,lugia,walkingwake,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,farigiraf,incineroar,calyrexshadow,smeargle
grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,calyrexshadow,dialgaorigin,fluttermane,garchomp,indeedeef,tyranitar,lunala,miraidon,garchomp,tyranitar
entei,incineroar,miraidon,ogerponwellspring,regieleki,zamazentacrowned,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,entei,miraidon,rillaboom,smeargle
amoonguss,fluttermane,incineroar,koraidon,kyuremwhite,sableye,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,kyuremwhite,sableye,tornadus,zamazentacrowned
arcaninehisui,enamorus,meowscarada,necrozmaduskmane,talonflame,zamazentacrowned,dialgaorigin,enamorus,glastrier,necrozmadawnwings,porygon2,zapdos,arcaninehisui,talonflame,necrozmadawnwings,zapdos
arcaninehisui,enamorus,meowscarada,necrozmaduskmane,talonflame,zamazentacrowned,dialgaorigin,enamorus,glastrier,necrozmadawnwings,porygon2,zapdos,arcaninehisui,talonflame,glastrier,porygon2
arcaninehisui,enamorus,meowscarada,necrozmaduskmane,talonflame,zamazentacrowned,dialgaorigin,enamorus,glastrier,necrozmadawnwings,porygon2,zapdos,arcaninehisui,talonflame,glastrier,porygon2
brutebonnet,calyrexshadow,incineroar,koraidon,landorus,ragingbolt,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,brutebonnet,koraidon,smeargle,tornadus
calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,farigiraf,groudon,incineroar,lilliganthisui,lugia,walkingwake,tornadus,zamazentacrowned,farigiraf,incineroar
brutebonnet,chiyu,fluttermane,koraidon,lunala,ursaluna,lunala,rillaboom,smeargle,urshifurapidstrike,whimsicott,zamazentacrowned,chiyu,koraidon,lunala,smeargle
amoonguss,dragapult,grumpig,masquerain,reshiram,skeledirge,alomomola,giratinaorigin,incineroar,metagross,ninetalesalola,salamence,dragapult,reshiram,alomomola,incineroar
amoonguss,dragapult,grumpig,masquerain,reshiram,skeledirge,alomomola,giratinaorigin,incineroar,metagross,ninetalesalola,salamence,dragapult,reshiram,incineroar,metagross
braviaryhisui,eternatus,greninja,rillaboom,sneasler,typhlosionhisui,clefairy,gholdengo,magmortar,scrafty,tornadus,zaciancrowned,greninja,rillaboom,gholdengo,magmortar
braviaryhisui,eternatus,greninja,rillaboom,sneasler,typhlosionhisui,clefairy,gholdengo,magmortar,scrafty,tornadus,zaciancrowned,rillaboom,sneasler,gholdengo,scrafty
braviaryhisui,eternatus,greninja,rillaboom,sneasler,typhlosionhisui,clefairy,gholdengo,magmortar,scrafty,tornadus,zaciancrowned,greninja,rillaboom,tornadus,zacian
indeedeef,ironcrown,ironhands,miraidon,urshifurapidstrike,whimsicott,archaludon,kyogre,sableye,tornadus,urshifurapidstrike,zaciancrowned,miraidon,whimsicott,sableye,zaciancrowned
chiyu,fluttermane,ironvaliant,koraidon,miraidon,urshifurapidstrike,grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,miraidon,urshifu,lunala,ursaluna
calyrexshadow,incineroar,ogerponhearthflame,ragingbolt,rillaboom,zamazentacrowned,amoonguss,chiyu,fluttermane,gyarados,ironhands,tinglu,incineroar,ragingbolt,fluttermane,tinglu
amoonguss,fluttermane,incineroar,koraidon,miraidon,urshifurapidstrike,brutebonnet,chiyu,fluttermane,koraidon,lunala,ursaluna,fluttermane,miraidon,fluttermane,lunala
fluttermane,incineroar,lugia,urshifurapidstrike,whimsicott,zamazentacrowned,amoonguss,grimmsnarl,incineroar,kyogre,ragingbolt,rillaboom,incineroar,lugia,amoonguss,kyogre
amoonguss,fluttermane,gothitelle,incineroar,koraidon,screamtail,calyrexshadow,incineroar,koraidon,regieleki,rillaboom,volcarona,fluttermane,koraidon,calyrexshadow,rillaboom
farigiraf,murkrow,ogerponhearthflame,tyranitar,ursalunabloodmoon,zapdosgalar,baxcalibur,chiyu,dusclops,ironbundle,sylveon,zapdos,murkrow,ursalunabloodmoon,chiyu,ironbundle
farigiraf,murkrow,ogerponhearthflame,tyranitar,ursalunabloodmoon,zapdosgalar,baxcalibur,chiyu,dusclops,ironbundle,sylveon,zapdos,murkrow,ursalunabloodmoon,chiyu,ironbundle
dugtrio,duraludon,flygon,milotic,rillaboom,volcarona,blastoise,donphan,electabuzz,goodra,hitmontop,noivern,duraludon,flygon,electabuzz,hitmontop
dugtrio,duraludon,flygon,milotic,rillaboom,volcarona,blastoise,donphan,electabuzz,goodra,hitmontop,noivern,duraludon,rillaboom,blastoise,goodra
dragapult,landorustherian,miraidon,ogerponhearthflame,rillaboom,zamazentacrowned,clefairy,heracross,kyogre,lunala,torkoal,walkingwake,landorustherian,rillaboom,lunala,walkingwake
amoonguss,basculegion,calyrexice,fluttermane,grimmsnarl,kyogre,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,fluttermane,grimmsnarl,rillaboom,zamazentacrowned
fluttermane,ironvaliant,kyogre,miraidon,sableye,smeargle,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,kyogre,smeargle,incineroar,urshifurapidstrike
calyrexice,farigiraf,incineroar,landorus,miraidon,urshifurapidstrike,amoonguss,calyrexice,ironjugulis,kyogre,rhyperior,urshifurapidstrike,calyrexice,miraidon,ironjugulis,kyogre
amoonguss,calyrexice,ironjugulis,kyogre,rhyperior,urshifurapidstrike,amoonguss,annihilape,calyrexice,incineroar,ogerponwellspring,reshiram,amoonguss,calyrexice,amoonguss,calyrexice
arcaninehisui,calyrexshadow,dragonite,ursaluna,urshifurapidstrike,zamazentacrowned,appletun,calyrexice,farigiraf,incineroar,rillaboom,terapagos,arcaninehisui,calyrexshadow,farigiraf,incineroar
amoonguss,farigiraf,fluttermane,incineroar,koraidon,terapagos,amoonguss,calyrexice,ironjugulis,kyogre,rhyperior,urshifurapidstrike,farigiraf,fluttermane,ironjugulis,kyogre
brutebonnet,calyrexshadow,fluttermane,incineroar,koraidon,ragingbolt,amoonguss,calyrexice,ironjugulis,kyogre,rhyperior,urshifurapidstrike,calyrexshadow,incineroar,ironjugulis,kyogre
amoonguss,annihilape,calyrexice,incineroar,ogerponwellspring,reshiram,amoonguss,calyrexice,ironjugulis,kyogre,rhyperior,urshifurapidstrike,annihilape,ogerponwellspring,amoonguss,calyrexice
amoonguss,gothitelle,incineroar,miraidon,murkrow,politoed,fluttermane,incineroar,lugia,urshifurapidstrike,whimsicott,zamazentacrowned,miraidon,politoed,fluttermane,whimsicott
calyrexice,indeedeef,kyogre,smeargle,tornadus,urshifurapidstrike,araquanid,brutebonnet,calyrexshadow,hooh,ironvaliant,tornadus,kyogre,tornadus,brutebonnet,ironvaliant
araquanid,brutebonnet,calyrexshadow,hooh,ironvaliant,tornadus,calyrexshadow,fluttermane,indeedeef,tyranitar,whimsicott,zamazentacrowned,hooh,ironvaliant,whimsicott,zamazentacrowned
brutebonnet,chiyu,fluttermane,koraidon,lunala,ursaluna,grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,chiyu,fluttermane,lunala,miraidon
grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,amoonguss,gothitelle,incineroar,miraidon,murkrow,politoed,lunala,miraidon,miraidon,murkrow
amoonguss,chienpao,fluttermane,incineroar,koraidon,zamazentacrowned,calyrexice,grimmsnarl,incineroar,landorus,miraidon,urshifurapidstrike,fluttermane,koraidon,incineroar,urshifurapidstrike
calyrexshadow,chienpao,miraidon,ogerponhearthflame,urshifurapidstrike,whimsicott,indeedeef,lunala,ragingbolt,rillaboom,terapagos,torkoal,calyrexshadow,whimsicott,lunala,terapagos
amoonguss,enamorustherian,giratinaorigin,swampert,talonflame,zamazentacrowned,grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,swampert,talonflame,lunala,miraidon
calyrexice,incineroar,ironvaliant,miraidon,smeargle,urshifurapidstrike,grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,calyrexice,smeargle,lunala,miraidon
amoonguss,basculegion,decidueyehisui,gholdengo,overqwil,pelipper,amoonguss,calyrexice,farigiraf,incineroar,miraidon,urshifurapidstrike,amoonguss,pelipper,amoonguss,calyrexice
grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,grimmsnarl,incineroar,lunala,ursaluna
calyrexshadow,incineroar,ironhands,rillaboom,urshifurapidstrike,zamazentacrowned,amoonguss,basculegion,decidueyehisui,gholdengo,overqwil,pelipper,incineroar,zamazentacrowned,amoonguss,pelipper
calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,amoonguss,calyrexice,ironjugulis,kyogre,rhyperior,urshifurapidstrike,ragingbolt,smeargle,amoonguss,calyrexice
amoonguss,basculegion,decidueyehisui,gholdengo,overqwil,pelipper,amoonguss,calyrexice,incineroar,indeedeef,kingambit,ursalunabloodmoon,amoonguss,pelipper,amoonguss,indeedeef
bellossom,charizard,electrodehisui,gallade,groudon,koraidon,amoonguss,calyrexice,ironjugulis,kyogre,rhyperior,urshifurapidstrike,gallade,koraidon,ironjugulis,kyogre
amoonguss,hippowdon,indeedeef,kyuremwhite,urshifurapidstrike,zaciancrowned,amoonguss,calyrexice,ironjugulis,kyogre,rhyperior,urshifurapidstrike,hippowdon,zaciancrowned,ironjugulis,kyogre
amoonguss,calyrexice,ironjugulis,kyogre,rhyperior,urshifurapidstrike,amoonguss,archaludon,basculegion,kyogre,pelipper,zamazentacrowned,ironjugulis,kyogre,amoonguss,zamazentacrowned
articunogalar,dusclops,garganacl,gastrodon,hariyama,tyranitar,amoonguss,calyrexice,ironjugulis,kyogre,rhyperior,urshifurapidstrike,garganacl,hariyama,ironjugulis,kyogre
amoonguss,dialga,incineroar,meowstic,rayquaza,ursaluna,chienpao,hydreigon,lokix,meowscarada,moltresgalar,roaringmoon,meowstic,rayquaza,chienpao,lokix
amoonguss,dialga,incineroar,meowstic,rayquaza,ursaluna,chienpao,hydreigon,lokix,meowscarada,moltresgalar,roaringmoon,meowstic,rayquaza,chienpao,lokix
chiyu,incineroar,rillaboom,smeargle,terapagos,zamazentacrowned,calyrexshadow,chiyu,fluttermane,miraidon,ogerponcornerstone,urshifurapidstrike,smeargle,zamazentacrowned,chiyu,fluttermane
amoonguss,dialga,incineroar,meowstic,rayquaza,ursaluna,amoonguss,calyrexice,dondozo,miraidon,tatsugiri,whimsicott,meowstic,rayquaza,miraidon,whimsicott
grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,incineroar,landorus,miraidon,necrozmaduskmane,urshifurapidstrike,whimsicott,incineroar,miraidon,incineroar,necrozmaduskmane
amoonguss,archaludon,fluttermane,incineroar,kyogre,miraidon,amoonguss,calyrexice,dondozo,miraidon,tatsugiri,whimsicott,fluttermane,kyogre,tatsugiri,whimsicott
calyrexice,grimmsnarl,incineroar,landorus,miraidon,urshifurapidstrike,amoonguss,calyrexshadow,chiyu,chienpao,ogerponcornerstone,zamazentacrowned,calyrexice,urshifurapidstrike,chienpao,zamazentacrowned
calyrexice,indeedeef,lunala,rillaboom,smeargle,urshifurapidstrike,grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,calyrexice,indeedeef,incineroar,urshifurapidstrike
calyrexice,grimmsnarl,incineroar,landorus,miraidon,urshifurapidstrike,incineroar,kyogre,landorustherian,raichu,tornadus,zamazentacrowned,grimmsnarl,miraidon,incineroar,kyogre
calyrexshadow,chienpao,groudon,incineroar,ironvaliant,sableye,calyrexshadow,clefairy,rayquaza,smeargle,tornadus,urshifurapidstrike,calyrexshadow,sableye,clefairy,urshifurapidstrike
indeedeef,kyogre,magmar,registeel,urshifurapidstrike,zaciancrowned,grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,indeedeef,registeel,grimmsnarl,miraidon
grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,farigiraf,incineroar,lunala,miraidon,tornadus,urshifurapidstrike,incineroar,urshifurapidstrike,farigiraf,lunala
calyrexshadow,incineroar,koraidon,ragingbolt,rillaboom,whimsicott,calyrexice,chienpao,grimmsnarl,koraidon,ogerponhearthflame,tornadus,calyrexshadow,whimsicott,calyrexice,chienpao
brutebonnet,chiyu,fluttermane,koraidon,lunala,ursaluna,calyrexice,chienpao,grimmsnarl,koraidon,ogerponhearthflame,tornadus,brutebonnet,chiyu,ogerponhearthflame,tornadus
calyrexshadow,chiyu,ragingbolt,tornadus,urshifurapidstrike,zamazentacrowned,calyrexice,farigiraf,ironhands,miraidon,tornadus,urshifurapidstrike,calyrexshadow,chiyu,miraidon,tornadus
calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,calyrexice,indeedeef,lunala,rillaboom,smeargle,urshifurapidstrike,rillaboom,zamazentacrowned,lunala,smeargle
chiyu,fluttermane,incineroar,koraidon,ragingbolt,solgaleo,amoonguss,basculegion,calyrexice,fluttermane,grimmsnarl,kyogre,koraidon,ragingbolt,grimmsnarl,kyogre
calyrexshadow,fluttermane,gothitelle,incineroar,koraidon,screamtail,calyrexice,farigiraf,incineroar,ironhands,kyogre,rillaboom,koraidon,screamtail,calyrexice,farigiraf
amoonguss,calyrexice,grimmsnarl,indeedeef,terapagos,ursaluna,calyrexice,farigiraf,incineroar,ironhands,kyogre,rillaboom,grimmsnarl,terapagos,incineroar,rillaboom
calyrexshadow,chiyu,chienpao,rillaboom,whimsicott,zamazentacrowned,amoonguss,chienpao,kyogre,roaringmoon,urshifurapidstrike,zaciancrowned,calyrexshadow,whimsicott,chienpao,urshifurapidstrike
amoonguss,calyrexshadow,incineroar,ogerponcornerstone,rillaboom,terapagos,chienpao,fluttermane,gholdengo,groudon,koraidon,venusaur,calyrexshadow,ogerponcornerstone,fluttermane,gholdengo
archaludon,incineroar,kyogre,lunala,urshifurapidstrike,whimsicott,amoonguss,calyrexice,indeedeef,lapras,lunala,ursalunabloodmoon,kyogre,whimsicott,amoonguss,calyrexice
incineroar,irontreads,miraidon,sinistcha,terapagos,urshifurapidstrike,calyrexice,incineroar,indeedeef,ninetalesalola,ursalunabloodmoon,zamazentacrowned,miraidon,terapagos,calyrexice,zamazentacrowned
calyrexice,incineroar,koraidon,landorus,rillaboom,smeargle,calyrexice,farigiraf,grimmsnarl,ironhands,miraidon,volcarona,koraidon,smeargle,calyrexice,miraidon
calyrexice,indeedeef,lunala,rillaboom,smeargle,urshifurapidstrike,brutebonnet,calyrexshadow,chiyu,incineroar,koraidon,ragingbolt,lunala,smeargle,incineroar,koraidon
brutebonnet,chiyu,fluttermane,groudon,lunala,walkingwake,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,brutebonnet,groudon,calyrexshadow,zamazentacrowned
calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,calyrexice,indeedeef,ironhands,koraidon,lilliganthisui,ninetalesalola,calyrexshadow,smeargle,koraidon,lilliganthisui
calyrexice,indeedeef,ironhands,koraidon,lilliganthisui,ninetalesalola,brutebonnet,chiyu,fluttermane,groudon,lunala,walkingwake,koraidon,lilliganthisui,brutebonnet,lunala
farigiraf,kyogre,landorus,rillaboom,tornadus,zekrom,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,farigiraf,kyogre,calyrexshadow,smeargle
fluttermane,ironboulder,ironhands,lunala,miraidon,ogerponhearthflame,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,fluttermane,ogerponhearthflame,calyrexshadow,tornadus
calyrexshadow,incineroar,ogerponhearthflame,rillaboom,urshifurapidstrike,zamazentacrowned,calyrexice,fluttermane,kyogre,landorus,smeargle,urshifurapidstrike,calyrexshadow,incineroar,calyrexice,urshifurapidstrike
brutebonnet,calyrexshadow,incineroar,ironboulder,ironvaliant,koraidon,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,calyrexshadow,ironvaliant,smeargle,tornadus
calyrexshadow,dudunsparce,incineroar,kyogre,ragingbolt,rillaboom,calyrexice,fluttermane,kyogre,landorus,smeargle,urshifurapidstrike,dudunsparce,incineroar,calyrexice,smeargle
calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,calyrexice,incineroar,indeedeef,lunala,rampardos,ursaluna,calyrexshadow,smeargle,lunala,rampardos
chiyu,ironbundle,miraidon,ogerponhearthflame,urshifurapidstrike,zamazentacrowned,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,chiyu,zamazentacrowned,rillaboom,smeargle
amoonguss,calyrexshadow,incineroar,rillaboom,urshifurapidstrike,zamazentacrowned,amoonguss,calyrexshadow,chienpao,rillaboom,ursalunabloodmoon,zamazentacrowned,incineroar,zamazentacrowned,calyrexshadow,rillaboom
chiyu,fluttermane,koraidon,lunala,ragingbolt,ursaluna,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,chiyu,ragingbolt,tornadus,zamazentacrowned
calyrexice,fluttermane,kyogre,landorus,smeargle,urshifurapidstrike,blaziken,calyrexshadow,chienpao,indeedeef,krookodile,meowscarada,calyrexice,smeargle,krookodile,meowscarada
amoonguss,calyrexice,incineroar,miraidon,urshifurapidstrike,whimsicott,amoonguss,clefairy,fluttermane,incineroar,koraidon,lunala,calyrexice,whimsicott,fluttermane,koraidon
calyrexice,indeedeef,kyogre,smeargle,tornadus,urshifurapidstrike,calyrexice,fluttermane,kyogre,landorus,smeargle,urshifurapidstrike,smeargle,urshifu,calyrexice,smeargle
brutebonnet,fluttermane,incineroar,koraidon,lunala,ogerponcornerstone,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,brutebonnet,koraidon,smeargle,tornadus
calyrexice,fluttermane,kyogre,landorus,smeargle,urshifurapidstrike,amoonguss,armarouge,calyrexice,indeedeef,lunala,ursalunabloodmoon,calyrexice,smeargle,calyrexice,lunala
appletun,calyrexice,farigiraf,incineroar,rillaboom,terapagos,amoonguss,calyrexice,clawitzer,incineroar,porygon2,ragingbolt,farigiraf,incineroar,incineroar,porygon2
calyrexshadow,crawdaunt,indeedeef,ironcrown,rillaboom,zamazentacrowned,calyrexshadow,indeedeef,regidrago,roaringmoon,terapagos,ursalunabloodmoon,ironcrown,rillaboom,indeedeef,roaringmoon
fluttermane,hitmontop,jumpluff,koraidon,ogerpon,tinglu,annihilape,kyogre,landorustherian,mausholdfour,tinkaton,tornadustherian,jumpluff,koraidon,kyogre,tornadustherian
fluttermane,hitmontop,jumpluff,koraidon,ogerpon,tinglu,annihilape,kyogre,landorustherian,mausholdfour,tinkaton,tornadustherian,hitmontop,ogerpon,annihilape,tornadustherian
chiyu,cresselia,regidrago,regigigas,slaking,weezinggalar,calyrexshadow,clefairy,dialgaorigin,indeedeef,rillaboom,ursaluna,chiyu,slaking,dialgaorigin,ursaluna
fluttermane,hitmontop,jumpluff,koraidon,ogerpon,tinglu,annihilape,kyogre,landorustherian,mausholdfour,tinkaton,tornadustherian,hitmontop,ogerpon,annihilape,mausholdfour
annihilape,glastrier,grimmsnarl,oranguru,primarina,ursalunabloodmoon,farigiraf,gholdengo,incineroar,rillaboom,ursalunabloodmoon,urshifurapidstrike,annihilape,grimmsnarl,farigiraf,ursalunabloodmoon
golemalola,lunala,miraidon,regieleki,tinglu,whimsicott,brutebonnet,calyrexshadow,incineroar,koraidon,ragingbolt,walkingwake,golemalola,tinglu,brutebonnet,koraidon
chiyu,ironmoth,koraidon,miraidon,tinglu,whimsicott,brutebonnet,calyrexshadow,incineroar,koraidon,landorus,ragingbolt,koraidon,tinglu,brutebonnet,landorus
annihilape,glastrier,grimmsnarl,oranguru,primarina,ursalunabloodmoon,farigiraf,gholdengo,incineroar,rillaboom,ursalunabloodmoon,urshifurapidstrike,oranguru,ursalunabloodmoon,rillaboom,urshifurapidstrike
annihilape,glastrier,grimmsnarl,oranguru,primarina,ursalunabloodmoon,farigiraf,gholdengo,incineroar,rillaboom,ursalunabloodmoon,urshifurapidstrike,oranguru,ursalunabloodmoon,rillaboom,urshifurapidstrike
calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,chienpao,conkeldurr,fluttermane,incineroar,indeedeef,toxapex,tornadus,zamazentacrowned,chienpao,incineroar
masquerain,murkrow,ragingbolt,shiftry,shroodle,walkingwake,blastoise,enamorustherian,greattusk,grimmsnarl,jolteon,lunala,ragingbolt,shroodle,grimmsnarl,lunala
masquerain,murkrow,ragingbolt,shiftry,shroodle,walkingwake,blastoise,enamorustherian,greattusk,grimmsnarl,jolteon,lunala,masquerain,walkingwake,enamorustherian,grimmsnarl
kyogre,miraidon,ogerponhearthflame,ragingbolt,urshifurapidstrike,walkingwake,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,kyogre,miraidon,rillaboom,smeargle
golemalola,lunala,miraidon,regieleki,tinglu,whimsicott,calyrexice,incineroar,kyogre,landorus,ursaluna,urshifurapidstrike,lunala,regieleki,calyrexice,urshifurapidstrike
chandelure,grafaiai,hitmontop,morpeko,ninetalesalola,overqwil,ampharos,camerupt,lanturn,trevenant,weavile,yanmega,hitmontop,morpeko,camerupt,yanmega
brutebonnet,enamorustherian,necrozmaduskmane,pelipper,scrafty,zekrom,groudon,murkrow,regidrago,scovillain,walkingwake,zaciancrowned,brutebonnet,necrozmaduskmane,regidrago,scovillain
brutebonnet,enamorustherian,necrozmaduskmane,pelipper,scrafty,zekrom,groudon,murkrow,regidrago,scovillain,walkingwake,zaciancrowned,necrozmaduskmane,scrafty,regidrago,scovillain
