j1_1,j1_2,j1_3,j1_4,j1_5,j1_6,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j1_l1,j1_l2,j2_l1,j2_l2
91,245,280,388,476,507,67,144,161,252,274,524,91,245,144,252
67,144,161,252,274,524,91,245,280,388,476,507,144,252,245,280
55,139,183,339,446,462,85,124,184,321,377,390,55,446,321,377
131,138,220,337,497,573,134,179,227,324,336,400,220,497,134,227
131,138,220,337,497,573,134,179,227,324,336,400,131,138,134,324
26,162,319,390,425,441,10,264,271,519,558,568,390,441,558,568
26,162,319,390,425,441,10,264,271,519,558,568,162,319,264,519
26,162,319,390,425,441,10,264,271,519,558,568,26,441,264,568
11,50,306,329,508,530,113,150,163,345,377,527,11,50,345,377
11,50,306,329,508,530,113,150,163,345,377,527,11,508,113,345
11,50,306,329,508,530,113,150,163,345,377,527,508,531,345,527
55,236,312,336,397,530,9,56,161,236,263,343,236,529,236,263
56,67,245,406,462,495,55,147,236,321,343,530,462,495,343,531
56,67,245,406,462,495,55,147,236,321,343,530,462,495,343,531
56,74,161,236,263,406,226,236,242,321,345,561,56,236,242,321
56,74,161,236,263,406,226,236,242,321,345,561,56,406,242,321
56,74,161,236,263,406,226,236,242,321,345,561,56,406,321,561
56,161,236,343,406,495,56,265,343,406,508,530,161,343,265,508
56,161,236,343,406,495,56,265,343,406,508,530,56,406,265,508
177,300,318,331,406,551,18,73,189,255,329,370,331,551,189,370
177,300,318,331,406,551,18,73,189,255,329,370,406,551,255,370
68,236,286,321,526,561,179,206,216,238,245,507,286,321,179,245
55,147,206,245,321,344,18,30,91,265,361,406,206,245,361,406
55,147,206,245,321,344,18,30,91,265,361,406,55,245,91,406
95,124,322,328,463,474,129,368,375,442,502,583,124,463,375,502
95,124,322,328,463,474,129,368,375,442,502,583,124,463,375,502
95,122,124,322,328,423,49,89,180,240,281,309,122,124,180,240
95,122,124,322,328,423,49,89,180,240,281,309,124,328,180,240
9,11,206,237,495,526,147,161,175,226,236,468,9,495,147,468
9,11,206,237,495,526,147,161,175,226,236,468,9,237,161,468
9,11,206,237,495,526,147,161,175,226,236,468,9,526,161,468
206,236,374,406,527,530,147,196,206,270,449,464,206,531,196,449
147,196,206,270,449,464,206,236,374,406,527,530,270,449,206,236
206,236,374,406,527,530,147,196,206,270,449,464,206,236,196,449
206,236,374,406,527,530,147,196,206,270,449,464,206,527,206,449
147,196,206,270,449,464,206,236,374,406,527,530,206,449,206,527
203,234,268,337,417,523,182,234,242,270,337,523,203,234,234,242
203,234,268,337,417,523,182,234,242,270,337,523,234,268,242,337
203,234,268,337,417,523,182,234,242,270,337,523,234,417,182,270
9,34,225,340,406,561,64,113,236,312,352,427,9,561,312,427
64,113,236,312,352,427,9,34,225,340,406,561,312,427,9,561
40,296,311,378,406,561,9,81,94,236,243,435,311,378,236,435
40,296,311,378,406,561,9,81,94,236,243,435,311,378,236,435
51,56,206,238,265,561,9,55,147,236,321,530,265,561,55,321
140,263,300,321,347,561,51,56,206,238,265,561,321,561,51,56
51,462,495,530,561,570,51,56,206,238,265,561,462,495,238,265
60,209,257,345,430,570,17,82,147,393,550,570,257,430,17,393
60,209,257,345,430,570,17,82,147,393,550,570,209,345,17,393
60,209,257,345,430,570,17,82,147,393,550,570,209,345,17,393
9,56,68,388,406,573,226,236,242,321,345,561,9,68,242,561
115,141,169,238,462,489,234,280,329,338,456,516,141,462,456,516
115,141,169,238,462,489,234,280,329,338,456,516,141,462,280,338
115,141,169,238,462,489,234,280,329,338,456,516,141,462,234,516
18,85,137,244,257,503,9,344,406,506,511,561,85,503,506,561
18,85,137,244,257,503,9,344,406,506,511,561,85,503,406,561
18,147,352,361,446,577,9,39,64,361,389,508,147,361,389,508
18,147,352,361,446,577,9,39,64,361,389,508,147,446,9,508
11,18,67,307,446,517,18,147,352,361,446,577,18,307,18,361
18,147,352,361,446,577,11,18,67,307,446,517,18,361,11,307
18,147,352,361,446,577,11,18,67,307,446,517,18,361,307,517
55,74,147,321,526,561,171,205,275,283,311,508,55,74,171,275
279,282,344,400,495,507,55,138,205,339,352,462,282,344,55,339
18,55,198,334,370,530,9,209,220,236,286,388,198,370,286,388
57,145,234,280,441,556,0,34,68,196,247,422,234,556,34,68
57,145,234,280,441,556,0,34,68,196,247,422,234,556,34,68
57,145,234,280,441,556,0,34,68,196,247,422,234,556,34,422
57,145,234,280,441,556,0,34,68,196,247,422,57,234,34,422
55,251,269,321,361,530,50,55,286,296,333,507,269,321,286,296
9,161,236,263,430,495,105,236,238,286,345,526,161,263,238,526
9,161,236,263,430,495,105,236,238,286,345,526,161,263,238,526
56,206,236,397,508,560,56,206,245,321,526,530,397,560,206,321
11,182,337,446,497,560,109,143,315,364,501,564,337,497,109,143
109,143,315,364,501,564,143,220,226,501,514,564,109,143,501,564
62,201,225,327,339,352,36,306,334,362,459,492,62,327,36,334
62,201,225,327,339,352,36,306,334,362,459,492,62,327,306,492
62,201,225,327,339,352,36,306,334,362,459,492,225,327,362,492
234,280,329,338,456,516,35,284,361,392,405,491,280,516,35,405
234,280,329,338,456,516,35,284,361,392,405,491,280,516,284,491
234,280,329,338,456,516,35,284,361,392,405,491,280,516,35,491
234,280,329,338,456,516,35,284,361,392,405,491,456,516,35,361
11,16,20,147,307,408,179,236,262,406,508,551,11,16,262,508
11,16,20,147,307,408,179,236,262,406,508,551,16,408,236,262
11,16,20,147,307,408,179,236,262,406,508,551,16,307,179,508
11,16,20,147,307,408,179,236,262,406,508,551,307,408,236,508
11,16,20,147,307,408,179,236,262,406,508,551,11,16,236,508
11,16,20,147,307,408,179,236,262,406,508,551,20,147,262,508
74,87,91,216,518,540,13,206,238,262,287,350,91,540,206,262
74,87,91,216,518,540,13,206,238,262,287,350,74,91,238,287
26,162,319,390,425,441,115,141,169,238,462,489,390,425,141,238
26,162,319,390,425,441,115,141,169,238,462,489,26,441,141,238
26,162,319,390,425,441,115,141,169,238,462,489,319,390,141,462
236,286,321,526,530,561,105,236,238,286,345,526,321,561,236,238
236,286,321,526,530,561,105,236,238,286,345,526,286,321,105,236
56,236,243,245,248,321,55,147,245,269,321,343,243,321,55,147
56,236,243,245,248,321,55,147,245,269,321,343,243,321,147,343
56,236,243,245,248,321,55,147,245,269,321,343,236,321,55,343
147,286,343,404,405,449,279,337,446,499,507,556,147,286,279,507
147,286,343,404,405,449,279,337,446,499,507,556,147,286,507,556
304,322,378,388,468,476,161,206,226,239,269,462,304,476,206,226
304,322,378,388,468,476,161,206,226,239,269,462,322,468,161,462
39,50,203,206,254,286,248,354,408,497,521,570,254,286,248,408
39,50,203,206,254,286,248,354,408,497,521,570,39,254,521,569
11,20,144,238,414,524,234,280,441,507,508,556,20,238,234,280
11,20,144,238,414,524,234,280,441,507,508,556,238,414,234,441
51,56,206,238,265,561,9,55,147,236,321,530,206,265,55,321
51,56,206,238,265,561,140,263,300,321,347,561,238,265,321,561
147,182,243,251,301,321,179,265,343,357,497,530,243,321,343,357
147,182,243,251,301,321,179,265,343,357,497,530,243,321,179,265
9,161,236,263,430,495,9,56,161,236,263,530,161,263,9,236
9,161,236,263,430,495,9,56,161,236,263,530,161,263,161,531
55,236,286,406,413,530,9,56,161,236,263,530,55,413,9,263
18,140,251,267,337,501,113,143,226,251,501,560,251,267,143,560
18,140,251,267,337,501,113,143,226,251,501,560,251,267,226,251
114,127,174,186,322,465,129,368,375,442,502,583,174,186,375,442
114,127,174,186,322,465,129,368,375,442,502,583,186,322,375,502
114,127,174,186,322,465,129,368,375,442,502,583,186,322,375,502
140,206,430,446,495,570,9,55,147,238,466,527,430,495,147,238
140,206,430,446,495,570,9,55,147,238,466,527,206,495,238,527
9,20,198,236,257,430,85,359,397,506,523,560,20,430,523,560
9,20,198,236,257,430,85,359,397,506,523,560,20,430,397,560
82,139,172,256,264,372,2,15,193,340,401,448,82,256,2,193
82,139,172,256,264,372,2,15,193,340,401,448,172,256,2,15
226,236,242,321,345,561,9,56,161,236,263,530,242,321,9,263
236,286,321,526,530,561,9,206,245,265,508,570,236,321,265,508
236,286,321,526,530,561,9,206,245,265,508,570,236,321,206,571
394,395,396,397,398,399,394,395,396,397,398,399,396,398,396,397
236,286,321,526,530,561,34,67,203,263,286,389,236,321,34,286
236,286,321,526,530,561,34,67,203,263,286,389,236,561,67,203
236,286,321,526,530,561,34,67,203,263,286,389,236,321,34,286
179,206,297,339,359,527,236,286,321,526,530,561,339,359,236,321
172,189,221,448,451,494,70,173,206,446,485,486,189,448,173,206
172,189,221,448,451,494,70,173,206,446,485,486,189,221,206,486
172,189,221,448,451,494,70,173,206,446,485,486,189,448,173,206
101,104,213,283,526,561,67,98,170,185,225,243,101,561,98,185
101,104,213,283,526,561,67,98,170,185,225,243,101,104,67,225
13,33,46,216,416,540,45,87,147,413,521,560,46,216,413,521
13,33,46,216,416,540,45,87,147,413,521,560,46,216,521,560
13,33,46,216,416,540,45,87,147,413,521,560,46,216,413,560
75,163,197,211,332,433,53,108,116,135,207,407,75,197,108,407
75,163,197,211,332,433,53,108,116,135,207,407,75,197,135,207
9,11,68,147,179,527,179,236,262,406,508,551,11,68,179,508
9,11,68,147,179,527,179,236,262,406,508,551,147,527,179,508
9,11,68,147,179,527,179,236,262,406,508,551,11,68,179,508
196,203,268,280,338,579,143,171,182,244,312,577,268,579,171,577
196,203,268,280,338,579,143,171,182,244,312,577,268,579,244,312
196,203,268,280,338,579,143,171,182,244,312,577,203,338,171,577
9,113,179,236,464,527,179,236,262,406,508,551,179,236,236,508
9,113,161,236,507,526,9,39,64,361,389,508,236,507,389,508
9,113,179,236,464,527,179,236,262,406,508,551,236,527,236,508
9,113,161,236,507,526,9,39,64,361,389,508,161,507,9,508
68,73,144,179,302,524,18,147,352,361,446,577,302,524,18,147
11,185,206,347,378,527,9,11,68,147,179,527,206,378,68,179
68,73,144,179,302,524,18,147,352,361,446,577,144,302,18,446
11,185,206,347,378,527,9,11,68,147,179,527,347,527,68,179
68,73,144,179,302,524,9,113,161,236,507,526,144,524,236,507
68,73,144,179,302,524,9,113,161,236,507,526,302,524,236,507
9,113,179,236,464,527,9,39,64,361,389,508,9,236,9,508
9,113,179,236,464,527,9,39,64,361,389,508,236,527,389,508
11,185,206,347,378,527,147,179,236,406,527,530,206,527,406,531
11,185,206,347,378,527,147,179,236,406,527,530,347,378,147,531
11,185,206,347,378,527,9,11,68,147,179,527,206,527,9,179
11,185,206,347,378,527,9,11,68,147,179,527,206,527,9,179
11,185,206,347,378,527,9,11,68,147,179,527,347,527,11,179
11,185,206,347,378,527,9,11,68,147,179,527,11,206,9,11
57,234,280,441,507,556,183,266,342,361,388,523,507,556,342,388
57,234,280,441,507,556,183,266,342,361,388,523,280,507,266,388
57,234,280,441,507,556,183,266,342,361,388,523,234,556,342,388
206,236,374,406,527,530,11,18,67,307,446,517,206,406,11,307
11,18,67,307,446,517,206,236,374,406,527,530,11,517,206,236
206,236,374,406,527,530,147,179,236,406,527,530,206,406,179,531
67,188,232,261,286,393,50,143,161,388,413,573,232,261,161,413
206,236,374,406,527,530,147,179,236,406,527,530,206,236,147,531
67,188,232,261,286,393,50,143,161,388,413,573,232,286,388,413
147,179,236,406,527,530,206,236,374,406,527,530,147,406,206,236
131,200,319,376,413,515,18,30,312,361,385,455,376,413,312,385
131,200,319,376,413,515,18,30,312,361,385,455,200,413,312,385
131,200,319,376,413,515,18,30,312,361,385,455,200,413,312,455
56,102,236,319,411,573,56,236,321,345,530,561,102,574,321,561
56,102,236,319,411,573,56,236,321,345,530,561,319,574,56,561
56,102,236,319,411,573,56,236,321,345,530,561,319,411,321,561
131,166,261,428,490,522,124,250,258,324,497,503,166,522,497,503
131,166,261,428,490,522,124,250,258,324,497,503,261,522,497,503
20,91,200,206,462,501,50,172,430,507,526,530,462,501,430,529
20,91,200,206,462,501,50,172,430,507,526,530,91,206,50,430
131,166,261,428,490,522,124,250,258,324,497,503,166,490,250,503
40,171,311,319,378,406,15,234,280,427,539,556,40,406,234,280
40,171,311,319,378,406,15,234,280,427,539,556,378,406,234,427
40,171,311,319,378,406,15,234,280,427,539,556,311,319,234,556
11,185,206,347,378,527,147,196,206,270,449,464,347,527,449,464
147,196,206,270,449,464,11,185,206,347,378,527,206,449,347,527
241,319,425,457,514,521,50,61,183,300,416,459,425,514,50,459
241,319,425,457,514,521,50,61,183,300,416,459,319,521,50,300
50,61,183,300,416,459,241,319,425,457,514,521,416,459,241,514
56,74,206,236,406,573,56,68,388,530,561,573,206,574,56,529
245,286,321,347,527,530,56,236,343,388,406,573,321,347,56,574
56,74,236,321,406,530,245,286,321,347,527,530,56,531,321,347
68,209,343,436,551,573,55,67,161,209,255,388,209,343,67,161
39,131,225,314,340,581,11,158,179,239,511,545,39,131,11,545
39,131,225,314,340,581,11,158,179,239,511,545,39,131,158,511
9,56,67,236,263,406,206,236,286,321,346,526,56,67,236,321
236,286,321,526,530,561,56,238,264,311,561,573,236,286,264,311
236,286,321,526,530,561,56,238,264,311,561,573,236,286,56,561
9,200,257,345,377,501,18,39,306,361,446,483,200,345,39,306
9,76,161,236,361,530,270,388,399,406,408,490,236,531,399,408
9,11,68,147,179,527,179,236,262,406,508,551,11,68,236,508
26,162,319,390,425,441,13,33,46,216,416,540,319,390,13,33
26,162,319,390,425,441,13,33,46,216,416,540,390,441,33,216
9,11,68,147,179,527,179,236,262,406,508,551,11,68,236,406
9,76,161,236,361,530,270,388,399,406,408,490,9,531,388,408
9,76,161,236,361,530,270,388,399,406,408,490,9,531,388,408
26,162,319,390,425,441,13,33,46,216,416,540,319,390,216,416
179,236,262,406,508,551,9,11,68,147,179,527,236,508,9,11
11,18,67,307,446,517,18,147,352,361,446,577,67,517,147,577
18,147,352,361,446,577,11,18,67,307,446,517,147,577,18,307
56,131,236,265,406,508,55,147,206,245,321,344,131,265,206,321
56,131,236,265,406,508,55,147,206,245,321,344,56,508,147,245
56,131,236,265,406,508,55,147,206,245,321,344,265,508,147,245
11,18,67,307,446,517,18,147,352,361,446,577,18,307,352,361
18,147,352,361,446,577,147,196,206,270,449,464,18,147,196,206
147,196,206,270,449,464,18,147,352,361,446,577,196,206,18,361
9,68,265,408,530,570,206,236,286,321,346,526,265,408,206,286
11,55,236,238,263,344,9,161,236,257,263,270,236,263,161,263
11,55,236,238,263,344,9,161,236,257,263,270,11,55,161,263
5,55,125,251,336,527,60,148,203,232,378,576,5,125,60,232
5,55,125,251,336,527,60,148,203,232,378,576,5,125,60,232
18,34,68,173,339,484,9,94,161,236,361,530,339,484,236,531
18,34,68,173,339,484,9,94,161,236,361,530,173,339,236,531
143,234,356,370,497,558,105,264,285,353,385,413,143,497,285,353
143,234,356,370,497,558,105,264,285,353,385,413,143,558,105,413
30,269,352,361,503,521,9,198,270,333,388,430,352,503,198,430
30,269,352,361,503,521,9,198,270,333,388,430,30,361,333,388
30,269,352,361,503,521,9,198,270,333,388,430,30,352,333,388
9,55,236,245,321,530,9,206,245,265,508,570,55,245,508,571
9,55,236,245,321,530,9,206,245,265,508,570,9,321,508,571
9,55,236,245,321,530,9,206,245,265,508,570,9,321,265,508
11,112,161,179,319,446,113,171,196,233,408,556,319,446,113,171
11,112,161,179,319,446,113,171,196,233,408,556,161,319,113,408
56,236,245,406,495,561,56,238,264,311,561,573,56,406,56,574
56,236,245,406,495,561,56,238,264,311,561,573,56,236,56,561
56,236,245,406,495,561,56,238,264,311,561,573,56,245,264,311
236,286,321,526,530,561,55,147,236,321,530,561,236,321,321,561
236,286,321,526,530,561,55,147,236,321,530,561,321,561,321,561
236,286,321,526,530,561,55,147,236,321,530,561,321,561,321,561
11,85,96,144,351,524,68,147,196,247,398,514,144,524,68,247
11,85,96,144,351,524,68,147,196,247,398,514,11,524,196,398
270,342,361,388,498,523,0,50,68,196,422,514,342,523,68,422
270,342,361,388,498,523,0,50,68,196,422,514,342,388,68,422
270,342,361,388,498,523,0,50,68,196,422,514,270,523,0,422
11,20,144,188,238,524,26,296,319,378,381,406,11,188,296,378
11,20,144,188,238,524,26,296,319,378,381,406,11,188,378,406
40,311,319,378,381,406,30,48,161,206,370,527,378,406,206,527
40,311,319,378,381,406,30,48,161,206,370,527,378,406,161,527
31,50,55,179,236,527,17,68,82,147,393,550,50,55,68,393
31,50,55,179,236,527,17,68,82,147,393,550,50,55,147,393
31,50,55,179,236,527,17,68,82,147,393,550,55,236,17,393
172,189,221,448,451,494,10,264,271,519,558,568,172,448,271,519
172,189,221,448,451,494,10,264,271,519,558,568,189,448,271,568
172,189,221,448,451,494,10,264,271,519,558,568,189,451,264,568
172,189,221,448,451,494,10,264,271,519,558,568,189,451,264,568
101,104,213,282,526,561,337,347,429,447,507,556,101,213,337,429
101,104,213,282,526,561,337,347,429,447,507,556,101,282,347,507
3,56,61,152,279,570,5,55,125,251,336,527,61,152,5,125
56,74,236,321,406,551,206,236,286,321,346,526,236,551,236,286
179,397,506,508,530,560,64,91,245,280,388,507,397,560,91,245
179,397,506,508,530,560,64,91,245,280,388,507,397,560,91,245
64,91,245,280,388,507,179,397,506,508,530,560,91,245,397,560
3,56,61,152,279,570,60,148,203,232,378,576,56,279,60,148
56,161,236,263,396,530,206,236,286,321,446,526,236,263,236,286
9,56,67,236,263,406,9,236,286,389,526,573,56,236,389,574
5,55,125,251,336,527,3,56,61,152,279,570,5,125,3,571
29,45,196,265,396,427,60,148,203,232,378,576,196,427,378,576
9,56,67,236,263,406,9,236,286,389,526,573,56,67,9,286
17,73,269,287,318,413,212,464,469,526,533,540,17,413,464,469
17,73,269,287,318,413,212,464,469,526,533,540,318,413,464,469
17,73,269,287,318,413,212,464,469,526,533,540,17,413,212,464
17,73,269,287,318,413,212,464,469,526,533,540,17,413,212,464
17,73,269,287,318,413,212,464,469,526,533,540,17,413,212,464
17,73,269,287,318,413,212,464,469,526,533,540,17,413,464,469
17,73,269,287,318,413,212,464,469,526,533,540,73,287,464,469
17,73,269,287,318,413,212,464,469,526,533,540,287,318,212,540
206,236,286,321,346,526,9,68,265,408,530,570,206,321,265,408
17,73,269,287,318,413,212,464,469,526,533,540,17,318,464,469
17,73,269,287,318,413,212,464,469,526,533,540,17,413,464,469
17,73,269,287,318,413,212,464,469,526,533,540,17,413,469,533
171,175,203,222,506,511,18,85,137,244,257,503,506,511,85,503
56,74,236,321,406,551,106,206,209,236,321,343,321,551,206,209
171,175,203,222,506,511,18,85,137,244,257,503,175,203,137,503
171,175,203,222,506,511,18,85,137,244,257,503,171,203,137,244
56,74,236,321,406,551,106,206,209,236,321,343,321,551,106,206
256,270,342,361,388,523,17,40,311,319,378,406,342,388,319,378
256,270,342,361,388,523,17,40,311,319,378,406,342,388,319,406
56,74,236,321,406,551,106,206,209,236,321,343,56,406,106,206
35,161,268,321,339,508,206,225,226,242,321,345,321,508,206,242
35,161,268,321,339,508,206,225,226,242,321,345,268,508,206,226
11,20,82,144,238,524,125,266,270,361,388,523,20,238,361,388
11,20,82,144,238,524,125,266,270,361,388,523,20,144,388,523
11,20,82,144,238,524,125,266,270,361,388,523,238,524,266,523
161,263,462,508,556,573,0,9,21,55,183,238,263,462,9,238
161,263,462,508,556,573,0,9,21,55,183,238,462,508,0,238
161,263,462,508,556,573,0,9,21,55,183,238,161,508,0,238
55,179,236,321,354,561,55,161,236,263,344,561,321,561,263,561
55,179,236,321,354,561,55,161,236,263,344,561,236,321,236,263
9,206,245,265,508,570,206,236,286,321,526,530,508,571,206,286
9,206,245,265,508,570,206,236,286,321,526,530,265,508,206,286
46,73,91,233,307,509,31,248,251,283,290,302,73,233,290,302
9,206,245,265,508,570,206,236,286,321,526,530,265,508,286,321
31,248,251,283,290,302,46,73,91,233,307,509,251,290,91,307
31,248,251,283,290,302,46,73,91,233,307,509,283,302,46,73
67,68,245,321,561,570,9,55,236,245,321,530,561,571,55,236
67,68,245,321,561,570,9,55,236,245,321,530,561,571,55,236
67,68,245,321,561,570,9,55,236,245,321,530,321,561,236,321
236,286,321,526,530,561,206,236,286,321,526,530,236,321,236,286
236,286,321,526,530,561,206,236,286,321,526,530,236,321,206,236
205,301,435,449,516,525,40,73,173,274,486,491,204,516,274,486
40,73,173,274,486,491,205,301,435,449,516,525,274,486,204,301
9,128,136,238,404,456,85,293,361,446,484,540,9,238,361,446
9,128,136,238,404,456,85,293,361,446,484,540,136,456,361,484
52,86,163,165,235,474,49,95,154,415,534,557,163,165,415,534
52,86,163,165,235,474,49,95,154,415,534,557,86,235,415,557
17,138,285,311,337,485,105,138,261,270,337,497,285,311,270,337
17,138,285,311,337,485,105,138,261,270,337,497,17,285,138,497
17,138,285,311,337,485,105,138,261,270,337,497,17,485,138,497
9,18,161,236,406,527,9,39,64,361,389,508,161,527,9,361
11,16,20,147,307,408,68,73,144,179,302,524,11,20,144,524
9,18,161,236,406,527,9,39,64,361,389,508,9,18,9,389
11,16,20,147,307,408,68,73,144,179,302,524,11,307,302,524
56,74,236,388,406,530,9,68,140,246,388,573,74,236,9,68
206,236,374,406,527,530,9,39,64,361,389,508,206,406,9,389
206,236,374,406,527,530,9,39,64,361,389,508,206,406,9,389
206,236,374,406,527,530,9,39,64,361,389,508,206,406,361,389
206,236,374,406,527,530,9,39,64,361,388,389,206,236,361,389
48,78,177,215,427,562,72,155,370,389,561,581,215,427,370,561
48,78,177,215,427,562,72,155,370,389,561,581,215,427,155,561
48,78,177,215,427,562,72,155,370,389,561,581,215,562,155,561
50,55,67,161,236,263,28,43,126,148,226,268,50,161,28,268
56,236,319,406,508,573,9,161,236,263,286,388,236,319,161,263
56,236,319,406,508,573,9,161,236,263,286,388,56,236,161,263
45,143,205,406,464,523,147,286,343,404,405,449,204,406,286,405
45,143,205,406,464,523,147,286,343,404,405,449,406,464,286,405
45,143,205,406,464,523,147,286,343,404,405,449,204,406,286,405
203,234,268,337,417,523,182,264,337,339,416,497,234,523,182,416
203,234,268,337,417,523,182,264,337,339,416,497,234,417,182,416
203,234,268,337,417,523,182,264,337,339,416,497,234,417,182,416
56,67,263,343,388,560,56,236,245,406,495,561,263,560,495,561
9,67,268,464,508,570,56,238,245,257,334,336,67,508,56,238
9,67,268,464,508,570,56,238,245,257,334,336,67,508,56,238
56,67,263,343,388,560,56,236,245,406,495,561,263,560,236,495
209,236,285,331,462,556,9,67,268,464,508,570,331,462,464,508
209,236,285,331,462,556,9,67,268,464,508,570,209,236,464,508
13,200,241,267,339,458,105,176,177,280,312,449,267,458,280,312
13,200,241,267,339,458,105,176,177,280,312,449,200,241,280,312
13,200,241,267,339,458,105,176,177,280,312,449,13,267,280,312
49,273,316,332,334,538,89,135,259,445,461,499,49,538,445,499
49,273,316,332,334,538,89,135,259,445,461,499,316,334,461,499
56,238,264,311,561,573,55,206,236,238,245,321,56,561,206,236
56,238,264,311,561,573,55,206,236,238,245,321,56,574,206,236
56,238,264,311,561,573,55,206,236,238,245,321,56,574,206,236
206,236,321,447,495,530,56,236,263,291,406,530,321,531,263,531
206,236,321,447,495,530,56,236,263,291,406,530,321,495,56,291
147,257,286,343,404,449,38,182,238,244,324,503,257,286,182,324
147,257,286,343,404,449,38,182,238,244,324,503,257,286,238,324
55,147,236,321,530,561,9,56,198,236,263,430,147,321,198,430
55,147,236,321,530,561,9,56,198,236,263,430,55,147,9,263
55,147,236,321,530,561,9,56,198,236,263,430,321,561,236,263
182,198,236,388,430,570,74,147,393,406,527,573,198,430,393,527
394,395,396,397,398,399,9,147,257,317,354,376,395,398,354,376
56,147,317,321,508,530,9,68,236,321,551,573,321,508,236,321
55,206,236,269,321,530,236,238,263,286,344,388,236,269,236,263
55,206,236,269,321,530,236,238,263,286,344,388,206,236,236,286
48,78,177,215,427,562,36,306,334,362,459,492,215,562,306,334
48,78,177,215,427,562,36,306,334,362,459,492,215,562,362,492
48,78,177,215,427,562,36,306,334,362,459,492,177,215,36,334
62,201,225,327,339,352,72,155,370,389,561,581,225,327,370,561
234,280,329,338,456,516,223,380,401,418,515,563,280,338,380,418
62,201,225,327,339,352,72,155,370,389,561,581,201,225,72,561
62,201,225,327,339,352,72,155,370,389,561,581,201,352,389,561
234,280,329,338,456,516,223,380,401,418,515,563,280,338,380,418
234,280,329,338,456,516,223,380,401,418,515,563,280,338,401,418
29,81,261,347,359,580,10,264,271,519,558,568,29,347,264,519
29,81,261,347,359,580,10,264,271,519,558,568,261,359,264,568
29,81,261,347,359,580,10,264,271,519,558,568,261,359,264,568
74,91,272,357,518,540,20,82,306,362,507,527,74,91,306,362
74,91,272,357,518,540,20,82,306,362,507,527,91,272,306,362
74,91,272,357,518,540,20,82,306,362,507,527,74,91,306,362
200,236,263,378,537,543,113,161,265,296,345,407,236,543,113,161
200,236,263,378,537,543,113,161,265,296,345,407,236,543,345,407
200,236,263,378,537,543,113,161,265,296,345,407,200,236,161,407
78,198,209,269,400,524,68,246,265,343,468,530,78,198,68,531
68,246,265,343,468,530,78,198,209,269,400,524,246,265,209,400
9,66,311,406,435,564,64,97,171,205,283,289,9,564,64,97
17,73,151,269,318,413,212,464,469,526,533,540,17,318,212,526
17,73,151,269,318,413,212,464,469,526,533,540,269,413,212,526
18,138,336,370,497,573,16,105,285,317,318,339,138,370,285,317
18,138,336,370,497,573,16,105,285,317,318,339,336,370,285,317
18,138,336,370,497,573,16,105,285,317,318,339,18,370,285,317
27,174,365,375,463,502,163,197,322,371,403,426,365,375,322,403
27,174,365,375,463,502,163,197,322,371,403,426,27,365,197,426
27,174,365,375,463,502,163,197,322,371,403,426,365,375,197,426
56,113,236,269,530,570,206,236,286,321,346,526,56,269,286,321
56,113,236,269,530,570,206,236,286,321,346,526,56,269,206,286
32,187,288,294,309,373,228,240,326,383,500,554,32,309,240,326
32,187,288,294,309,373,228,240,326,383,500,554,32,309,240,326
56,68,388,508,530,573,56,68,406,508,530,573,508,574,56,574
56,68,406,508,530,573,56,68,388,508,530,573,56,508,56,574
56,68,406,508,530,573,56,68,388,508,530,573,56,508,388,508
9,55,161,236,265,462,9,56,67,236,263,406,55,236,67,236
9,55,161,236,265,462,9,56,67,236,263,406,55,265,67,263
9,55,161,236,265,462,9,56,67,236,263,406,55,265,67,263
9,56,68,113,343,573,55,236,263,269,406,462,56,343,55,462
9,56,68,113,343,573,55,236,263,269,406,462,56,343,55,462
9,56,68,113,343,573,55,236,263,269,406,462,56,343,55,462
68,161,236,263,311,576,9,56,238,263,406,408,68,236,56,238
115,141,169,238,462,489,45,87,147,413,521,560,141,462,413,560
115,141,169,238,462,489,45,87,147,413,521,560,115,238,413,560
115,141,169,238,462,489,45,87,147,413,521,560,115,238,521,560
5,268,336,339,347,458,143,179,261,337,441,496,336,339,261,337
5,268,336,339,347,458,143,179,261,337,441,496,339,347,441,496
5,268,336,339,347,458,143,179,261,337,441,496,347,458,441,496
22,171,172,236,378,524,26,91,220,225,270,345,378,524,220,345
22,171,172,236,378,524,26,91,220,225,270,345,378,524,91,225
138,143,179,337,354,497,105,138,185,336,377,576,138,497,138,576
138,143,179,337,354,497,105,138,185,336,377,576,138,497,105,377
138,143,179,337,354,497,105,138,185,336,377,576,179,497,336,377
22,171,172,236,378,524,26,91,220,225,270,345,22,378,220,225
18,46,285,356,370,378,77,131,268,339,394,579,18,356,268,579
18,46,285,356,370,378,77,131,268,339,394,579,18,356,268,339
138,143,413,497,543,573,256,268,339,468,478,490,138,497,256,468
138,143,413,497,543,573,256,268,339,468,478,490,497,572,256,468
16,115,203,304,378,468,179,297,428,508,559,570,16,378,428,569
16,115,203,304,378,468,179,297,428,508,559,570,16,203,508,569
16,115,203,304,378,468,179,297,428,508,559,570,115,378,428,559
38,264,352,473,525,558,169,172,216,238,242,312,352,473,216,238
38,264,352,473,525,558,169,172,216,238,242,312,264,558,216,238
38,264,352,473,525,558,169,172,216,238,242,312,352,473,242,312
