j1_1,j1_2,j1_3,j1_4,j1_5,j1_6,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j1_l1,j1_l2,j2_l1,j2_l2
amoonguss,calyrexshadow,chienpao,incineroar,urshifurapidstrike,zamazentacrowned,calyrexshadow,chiyu,clefairy,eternatus,mienshao,weezinggalar,calyrexshadow,urshifurapidstrike,chiyu,mienshao
cloyster,electabuzz,kyuremwhite,mamoswine,ninetalesalola,zekrom,alcremie,kyuremwhite,necrozmadawnwings,ninetalesalola,oranguru,slowking,kyuremwhite,zekrom,necrozmadawnwings,oranguru
amoonguss,fluttermane,gothitelle,incineroar,koraidon,screamtail,chandelure,chienpao,fluttermane,koraidon,rillaboom,zamazentacrowned,amoonguss,incineroar,fluttermane,koraidon
amoonguss,calyrexshadow,maushold,roaringmoon,weezing,zamazentacrowned,chiyu,fluttermane,koraidon,kyogre,regieleki,rillaboom,calyrexshadow,weezing,kyogre,regieleki
articunogalar,garchomp,incineroar,primarina,rotomwash,tyranitar,greattusk,indeedeef,ironcrown,murkrow,sneasler,thundurustherian,rotomwash,tyranitar,ironcrown,murkrow
articunogalar,garchomp,incineroar,primarina,rotomwash,tyranitar,greattusk,indeedeef,ironcrown,murkrow,sneasler,thundurustherian,garchomp,rotomwash,murkrow,thundurustherian
articunogalar,garchomp,incineroar,primarina,rotomwash,tyranitar,greattusk,indeedeef,ironcrown,murkrow,sneasler,thundurustherian,garchomp,rotomwash,murkrow,sneasler
calyrexshadow,chienpao,pelipper,scrafty,whimsicott,zamazentacrowned,brutebonnet,dachsbun,hooh,incineroar,koraidon,ogerponwellspring,calyrexshadow,pelipper,brutebonnet,koraidon
annihilape,archaludon,chiyu,mausholdfour,sinistcha,toxtricitylowkey,fluttermane,groudon,incineroar,koraidon,ragingbolt,whimsicott,annihilape,mausholdfour,koraidon,whimsicott
calyrexice,fluttermane,incineroar,indeedeef,ursalunabloodmoon,zamazentacrowned,brutebonnet,fluttermane,hooh,incineroar,koraidon,ragingbolt,fluttermane,incineroar,hooh,koraidon
golurk,gyarados,kyuremblack,medicham,regice,salazzle,grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,medicham,regice,lunala,miraidon
miraidon,mudsdale,raichualola,smeargle,toedscool,zaciancrowned,grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,miraidon,toedscool,lunala,miraidon
chiyu,kyogre,roaringmoon,tornadus,ursaluna,zamazentacrowned,amoonguss,chiyu,fluttermane,koraidon,lunala,ursaluna,chiyu,roaringmoon,lunala,ursaluna
araquanid,enamorustherian,ironhands,necrozmaduskmane,rillaboom,volcarona,calyrexshadow,clefairy,landorustherian,tornadus,urshifurapidstrike,zamazentacrowned,araquanid,necrozmaduskmane,clefairy,urshifurapidstrike
brutebonnet,calyrexshadow,indeedeef,koraidon,metagross,urshifurapidstrike,alcremie,beartic,camerupt,cinccino,dragapult,drifblim,calyrexshadow,indeedeef,alcremie,drifblim
chienpao,jumpluff,miraidon,toxapex,zaciancrowned,zoroarkhisui,araquanid,enamorustherian,ironhands,necrozmaduskmane,rillaboom,volcarona,chienpao,zaciancrowned,enamorustherian,rillaboom
calyrexshadow,grimmsnarl,incineroar,kyogre,rillaboom,tornadus,amoonguss,incineroar,indeedeef,lunala,ogerponcornerstone,zaciancrowned,calyrexshadow,rillaboom,incineroar,zaciancrowned
alcremie,chienpao,eiscue,koraidon,roaringmoon,zaciancrowned,farigiraf,grimmsnarl,lurantis,miraidon,urshifurapidstrike,whimsicott,eiscue,zaciancrowned,miraidon,whimsicott
articunogalar,calyrexice,dusclops,incineroar,rillaboom,walkingwake,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,dusclops,incineroar,lunala,miraidon
entei,grimmsnarl,groudon,miraidon,ogerpon,urshifurapidstrike,farigiraf,grimmsnarl,lurantis,miraidon,urshifurapidstrike,whimsicott,entei,grimmsnarl,miraidon,whimsicott
brutebonnet,calyrexshadow,indeedeef,koraidon,metagross,urshifurapidstrike,calyrexshadow,dusknoir,gardevoir,lugia,regigigas,urshifurapidstrike,indeedeef,koraidon,calyrexshadow,urshifu
fluttermane,grimmsnarl,groudon,mausholdfour,miraidon,torkoal,annihilape,chienpao,miraidon,rillaboom,whimsicott,zamazentacrowned,grimmsnarl,miraidon,chienpao,whimsicott
ceruledge,grafaiai,groudon,indeedeef,latios,zekrom,entei,grimmsnarl,groudon,miraidon,ogerpon,urshifurapidstrike,grafaiai,indeedeef,entei,grimmsnarl
amoonguss,basculegion,calyrexice,fluttermane,grimmsnarl,kyogre,lunala,murkrow,smeargle,terapagos,urshifurapidstrike,weezinggalar,calyrexice,fluttermane,murkrow,weezinggalar
brutebonnet,calyrexshadow,indeedeef,koraidon,metagross,urshifurapidstrike,amoonguss,calyrexshadow,incineroar,ragingbolt,tornadus,zamazentacrowned,koraidon,metagross,calyrexshadow,zamazentacrowned
dragalge,ironvaliant,kingambit,meowscarada,ogerponwellspring,rhyperior,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,ironvaliant,meowscarada,incineroar,whimsicott
ceruledge,grafaiai,groudon,indeedeef,latios,zekrom,grimmsnarl,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,indeedeef,latios,lunala,miraidon
entei,grimmsnarl,groudon,miraidon,ogerpon,urshifurapidstrike,chienpao,lugia,rillaboom,smeargle,umbreon,zamazentacrowned,entei,miraidon,chienpao,rillaboom
incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,lunala,murkrow,smeargle,terapagos,urshifurapidstrike,weezinggalar,miraidon,whimsicott,murkrow,weezinggalar
brutebonnet,incineroar,kyogre,urshifurapidstrike,whimsicott,zaciancrowned,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,kyogre,whimsicott,incineroar,whimsicott
farigiraf,kyogre,miraidon,tornadus,ursalunabloodmoon,urshifurapidstrike,brutebonnet,calyrexshadow,chiyu,chienpao,dragapult,koraidon,farigiraf,kyogre,calyrexshadow,chienpao
entei,grimmsnarl,groudon,miraidon,ogerpon,urshifurapidstrike,araquanid,chiyu,cresselia,groudon,miraidon,venusaur,entei,grimmsnarl,araquanid,miraidon
calyrexshadow,incineroar,ironbundle,ironhands,ironmoth,miraidon,eternatus,farigiraf,kyogre,sylveon,tornadus,wochien,ironhands,miraidon,eternatus,wochien
calyrexice,farigiraf,incineroar,landorus,miraidon,urshifurapidstrike,farigiraf,kyogre,miraidon,tornadus,ursalunabloodmoon,urshifurapidstrike,calyrexice,landorus,farigiraf,kyogre
fluttermane,gyarados,landorustherian,okidogi,tornadus,zapdos,farigiraf,grimmsnarl,incineroar,koraidon,lunala,rillaboom,gyarados,okidogi,grimmsnarl,lunala
calyrexshadow,clefairy,fluttermane,incineroar,koraidon,tinglu,calyrexshadow,chiyu,ironhands,smeargle,terapagos,whimsicott,incineroar,tinglu,chiyu,whimsicott
farigiraf,kyogre,miraidon,tornadus,ursalunabloodmoon,urshifurapidstrike,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,farigiraf,kyogre,rillaboom,tornadus
calyrexshadow,incineroar,ironbundle,ironhands,ironmoth,miraidon,annihilape,calyrexshadow,chienpao,dragonite,incineroar,rayquaza,ironbundle,miraidon,annihilape,incineroar
armarouge,chiyu,fluttermane,indeedeef,koraidon,necrozmadawnwings,fluttermane,grimmsnarl,groudon,mausholdfour,miraidon,torkoal,chiyu,indeedeef,fluttermane,torkoal
brutebonnet,calyrexshadow,incineroar,rillaboom,smeargle,terapagos,calyrexshadow,chienpao,landorus,tornadus,urshifurapidstrike,zamazentacrowned,brutebonnet,calyrexshadow,calyrexshadow,zamazentacrowned
amoonguss,calyrexice,fluttermane,gothitelle,groudon,incineroar,farigiraf,kyogre,miraidon,tornadus,ursalunabloodmoon,urshifurapidstrike,amoonguss,incineroar,farigiraf,kyogre
amoonguss,fluttermane,incineroar,koraidon,raichu,zamazentacrowned,calyrexshadow,chienpao,landorus,tornadus,urshifurapidstrike,zamazentacrowned,fluttermane,koraidon,calyrexshadow,tornadus
calyrexshadow,chienpao,landorus,tornadus,urshifurapidstrike,zamazentacrowned,chienpao,dragapult,landorus,lunala,sinistcha,zamazentacrowned,tornadus,urshifurapidstrike,chienpao,landorus
amoonguss,calyrexice,fluttermane,gothitelle,groudon,incineroar,brutebonnet,calyrexshadow,indeedeef,koraidon,metagross,urshifurapidstrike,amoonguss,fluttermane,brutebonnet,koraidon
amoonguss,calyrexice,fluttermane,gothitelle,groudon,incineroar,brutebonnet,calyrexshadow,indeedeef,koraidon,metagross,urshifurapidstrike,amoonguss,fluttermane,brutebonnet,koraidon
calyrexshadow,chienpao,landorus,tornadus,urshifurapidstrike,zamazentacrowned,amoonguss,calyrexshadow,fluttermane,incineroar,kyogre,rillaboom,chienpao,tornadus,amoonguss,rillaboom
amoonguss,calyrexice,fluttermane,incineroar,lunala,rillaboom,farigiraf,kyogre,miraidon,tornadus,ursalunabloodmoon,urshifurapidstrike,amoonguss,calyrexice,farigiraf,kyogre
farigiraf,kyogre,miraidon,tornadus,ursalunabloodmoon,urshifurapidstrike,calyrexshadow,chienpao,rillaboom,tornadus,urshifurapidstrike,zamazentacrowned,farigiraf,kyogre,chienpao,tornadus
fluttermane,kyogre,lunala,rillaboom,tsareena,urshifurapidstrike,calyrexice,incineroar,miraidon,sneasler,urshifurapidstrike,whimsicott,kyogre,tsareena,miraidon,urshifurapidstrike
brutebonnet,chiyu,farigiraf,fluttermane,incineroar,koraidon,amoonguss,fluttermane,gholdengo,gothitelle,ironhands,koraidon,fluttermane,koraidon,gholdengo,koraidon
calyrexshadow,chienpao,ogerponhearthflame,ragingbolt,whimsicott,zamazentacrowned,calyrexice,landorus,lunala,ogerponcornerstone,torkoal,urshifurapidstrike,chienpao,ogerponhearthflame,calyrexice,landorus
calyrexshadow,incineroar,ragingbolt,rillaboom,smeargle,zamazentacrowned,brutebonnet,calyrexshadow,indeedeef,koraidon,metagross,urshifurapidstrike,calyrexshadow,incineroar,brutebonnet,koraidon
basculegion,jumpluff,koraidon,kyogre,typhlosionhisui,ursaluna,calyrexshadow,incineroar,ogerponhearthflame,rillaboom,urshifurapidstrike,zamazentacrowned,jumpluff,typhlosionhisui,incineroar,zamazentacrowned
calyrexshadow,lunala,mienshao,rillaboom,tornadus,urshifurapidstrike,calyrexshadow,chienpao,ogerponhearthflame,ragingbolt,whimsicott,zamazentacrowned,calyrexshadow,lunala,chienpao,ragingbolt
calyrexshadow,clefairy,garganacl,incineroar,wochien,zamazentacrowned,lunala,murkrow,smeargle,terapagos,urshifurapidstrike,weezinggalar,calyrexshadow,wochien,murkrow,weezinggalar
kyogre,kyuremblack,landorus,rillaboom,urshifurapidstrike,whimsicott,calyrexice,farigiraf,grimmsnarl,irontreads,miraidon,scraggy,kyogre,urshifu,farigiraf,miraidon
fluttermane,grimmsnarl,groudon,mausholdfour,miraidon,torkoal,calyrexice,fluttermane,groudon,incineroar,mimikyu,rillaboom,miraidon,torkoal,fluttermane,groudon
charizard,groudon,koraidon,ogerponhearthflame,torkoal,whimsicott,fluttermane,grimmsnarl,groudon,mausholdfour,miraidon,torkoal,koraidon,ogerponhearthflame,grimmsnarl,mausholdfour
brutebonnet,calyrexshadow,indeedeef,koraidon,metagross,urshifurapidstrike,baxcalibur,calyrexice,chienpao,ironbundle,kyuremwhite,ninetalesalola,brutebonnet,indeedeef,chienpao,kyuremwhite
fluttermane,grimmsnarl,groudon,mausholdfour,miraidon,torkoal,clefairy,giratinaorigin,glimmora,kingambit,lunala,oranguru,grimmsnarl,miraidon,glimmora,oranguru
brutebonnet,calyrexshadow,indeedeef,koraidon,metagross,urshifurapidstrike,dondozo,incineroar,kyogre,lunala,tatsugiri,whimsicott,brutebonnet,koraidon,dondozo,lunala
fluttermane,grimmsnarl,groudon,mausholdfour,miraidon,torkoal,calyrexice,enamorustherian,indeedeef,ironthorns,kingambit,necrozmadawnwings,mausholdfour,torkoal,indeedeef,necrozmadawnwings
chiyu,fluttermane,koraidon,miraidon,ragingbolt,whimsicott,calyrexice,grimmsnarl,incineroar,miraidon,urshifurapidstrike,whimsicott,fluttermane,miraidon,calyrexice,grimmsnarl
brutebonnet,drifblim,goodrahisui,hooh,lunala,meowstic,golemalola,ironbundle,ironjugulis,ironmoth,ironvaliant,miraidon,lunala,meowstic,golemalola,miraidon
brutebonnet,calyrexice,chiyu,hitmontop,landorus,lunala,calyrexice,farigiraf,incineroar,miraidon,ursaluna,whimsicott,calyrexice,hitmontop,calyrexice,incineroar
chiyu,ironhands,koraidon,walkingwake,whimsicott,zaciancrowned,calyrexice,comfey,mienshao,ogerpon,toxapex,zaciancrowned,chiyu,koraidon,comfey,mienshao
chiyu,ironhands,koraidon,walkingwake,whimsicott,zaciancrowned,calyrexice,comfey,mienshao,ogerpon,toxapex,zaciancrowned,koraidon,whimsicott,mienshao,toxapex
chiyu,ironhands,koraidon,walkingwake,whimsicott,zaciancrowned,calyrexice,comfey,mienshao,ogerpon,toxapex,zaciancrowned,koraidon,whimsicott,mienshao,toxapex
calyrexshadow,incineroar,ironbundle,ironhands,ironmoth,miraidon,calyrexshadow,chiyu,landorus,ogerponwellspring,rillaboom,zamazentacrowned,incineroar,ironbundle,chiyu,rillaboom
calyrexice,dialgaorigin,incineroar,ogerponwellspring,ursaluna,zoroarkhisui,calyrexshadow,incineroar,ironbundle,ironhands,ironmoth,miraidon,calyrexice,incineroar,ironhands,miraidon
calyrexshadow,clefairy,incineroar,koraidon,ragingbolt,suicune,brutebonnet,calyrexice,chiyu,hitmontop,landorus,lunala,clefairy,incineroar,brutebonnet,calyrexice
incineroar,kyogre,landorus,rillaboom,thundurus,zaciancrowned,clefairy,kyogre,rillaboom,tornadus,urshifurapidstrike,zaciancrowned,kyogre,thundurus,kyogre,rillaboom
amoonguss,calyrexice,indeedeef,lunala,ursalunabloodmoon,urshifurapidstrike,fluttermane,grimmsnarl,groudon,mausholdfour,miraidon,torkoal,calyrexice,indeedeef,grimmsnarl,torkoal
azumarill,calyrexshadow,chansey,gardevoir,pachirisu,regieleki,comfey,grimmsnarl,incineroar,miraidon,primarina,zamazentacrowned,pachirisu,regieleki,incineroar,zamazentacrowned
fluttermane,grimmsnarl,groudon,mausholdfour,miraidon,torkoal,calyrexshadow,ironhands,irontreads,ironvaliant,kleavor,miraidon,grimmsnarl,miraidon,calyrexshadow,miraidon
calyrexshadow,incineroar,ironbundle,ironhands,ironmoth,miraidon,amoonguss,calyrexice,farigiraf,incineroar,miraidon,urshifurapidstrike,incineroar,miraidon,amoonguss,farigiraf
farigiraf,koraidon,lilliganthisui,slitherwing,torkoal,whimsicott,amoonguss,grimmsnarl,lunala,miraidon,ursalunabloodmoon,volcarona,farigiraf,koraidon,amoonguss,lunala
calyrexshadow,chiyu,landorus,ogerponwellspring,rillaboom,zamazentacrowned,calyrexshadow,incineroar,ironbundle,ironhands,ironmoth,miraidon,calyrexshadow,zamazentacrowned,ironbundle,miraidon
araquanid,chienpao,kyogre,rillaboom,tinglu,tornadus,calyrexice,incineroar,ironhands,landorus,miraidon,sinistcha,chienpao,rillaboom,miraidon,sinistcha
brutebonnet,charizard,groudon,incineroar,whimsicott,zaciancrowned,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,groudon,whimsicott,incineroar,lunala
calyrexshadow,incineroar,ogerponcornerstone,rillaboom,urshifurapidstrike,zamazentacrowned,brutebonnet,calyrexice,chiyu,hitmontop,landorus,lunala,calyrexshadow,incineroar,brutebonnet,calyrexice
brionne,cottonee,pawniard,snover,staravia,voltorb,duskull,scyther,sentret,shellos,tinkatuff,trapinch,pawniard,voltorb,scyther,sentret
brionne,cottonee,pawniard,snover,staravia,voltorb,duskull,scyther,sentret,shellos,tinkatuff,trapinch,cottonee,pawniard,duskull,sentret
brionne,cottonee,pawniard,snover,staravia,voltorb,duskull,scyther,sentret,shellos,tinkatuff,trapinch,brionne,cottonee,sentret,tinkatuff
entei,hitmontop,indeedeef,lugia,raichu,urshifurapidstrike,calyrexshadow,incineroar,ogerponcornerstone,rillaboom,urshifurapidstrike,zamazentacrowned,lugia,raichu,calyrexshadow,incineroar
brutebonnet,charizard,groudon,incineroar,whimsicott,zaciancrowned,calyrexshadow,incineroar,indeedeef,koraidon,ogerponcornerstone,whimsicott,incineroar,whimsicott,calyrexshadow,whimsicott
ironvaliant,moltres,samurotthisui,terapagos,whimsicott,zamazentacrowned,brutebonnet,calyrexice,chiyu,hitmontop,landorus,lunala,samurotthisui,zamazentacrowned,calyrexice,hitmontop
brutebonnet,charizard,groudon,incineroar,whimsicott,zaciancrowned,calyrexice,grimmsnarl,incineroar,pikachu,urshifurapidstrike,zamazentacrowned,groudon,whimsicott,calyrexice,grimmsnarl
amoonguss,basculegion,calyrexice,fluttermane,grimmsnarl,kyogre,ditto,fletchling,indeedeef,smeargle,terapagos,ursalunabloodmoon,calyrexice,kyogre,smeargle,terapagos
brutebonnet,calyrexice,chiyu,hitmontop,landorus,lunala,bronzong,calyrexshadow,chienpao,gastrodon,koraidon,sneasler,brutebonnet,calyrexice,calyrexshadow,sneasler
amoonguss,calyrexshadow,incineroar,rillaboom,solgaleo,urshifurapidstrike,brutebonnet,charizard,groudon,incineroar,whimsicott,zaciancrowned,calyrexshadow,solgaleo,groudon,zaciancrowned
farigiraf,incineroar,ironbundle,ironvaliant,mamoswine,miraidon,brutebonnet,calyrexshadow,indeedeef,porygon2,rhyperior,zamazentacrowned,ironvaliant,miraidon,calyrexshadow,indeedeef
farigiraf,incineroar,ironbundle,ironvaliant,mamoswine,miraidon,brutebonnet,calyrexshadow,indeedeef,porygon2,rhyperior,zamazentacrowned,ironbundle,miraidon,calyrexshadow,indeedeef
brutebonnet,chiyu,fluttermane,koraidon,lunala,ursaluna,amoonguss,kyogre,rillaboom,tornadus,urshifurapidstrike,zamazentacrowned,brutebonnet,lunala,kyogre,rillaboom
brutebonnet,chiyu,fluttermane,koraidon,lunala,ursaluna,amoonguss,kyogre,rillaboom,tornadus,urshifurapidstrike,zamazentacrowned,brutebonnet,lunala,kyogre,rillaboom
amoonguss,dragonite,gholdengo,grimmsnarl,incineroar,roaringmoon,amoonguss,calyrexshadow,chiyu,indeedeef,koraidon,urshifurapidstrike,amoonguss,roaringmoon,chiyu,koraidon
blastoise,chandelure,golurk,plusle,snorlax,toedscruel,chienpao,ironhands,kyuremblack,miraidon,ogerpon,smeargle,blastoise,plusle,chienpao,ogerpon
dialgaorigin,enamorustherian,mesprit,moltresgalar,ursalunabloodmoon,zekrom,calyrexice,dudunsparce,farigiraf,flamigo,necrozmadawnwings,whimsicott,mesprit,ursalunabloodmoon,dudunsparcethreesegment,farigiraf
archaludon,electrodehisui,gholdengo,miraidon,politoed,primarina,calyrexice,grimmsnarl,incineroar,landorus,miraidon,urshifurapidstrike,politoed,primarina,calyrexice,miraidon
chienpao,miraidon,rillaboom,tornadus,urshifurapidstrike,zamazentacrowned,chienpao,incineroar,miraidon,rillaboom,sinistcha,terapagos,tornadus,zamazentacrowned,miraidon,terapagos
armarouge,fluttermane,indeedeef,koraidon,ogerponcornerstone,zoroarkhisui,calyrexshadow,incineroar,rillaboom,urshifurapidstrike,whimsicott,zamazentacrowned,armarouge,ogerponcornerstone,calyrexshadow,whimsicott
fluttermane,incineroar,koraidon,miraidon,ragingbolt,sneasler,brutebonnet,charizard,groudon,incineroar,whimsicott,zaciancrowned,miraidon,sneasler,incineroar,whimsicott
electabuzz,gougingfire,metagross,porygonz,sableye,serperior,brutebonnet,charizard,groudon,incineroar,whimsicott,zaciancrowned,porygonz,sableye,charizard,groudon
fluttermane,grimmsnarl,groudon,mausholdfour,miraidon,torkoal,calyrexshadow,incineroar,ragingbolt,ursaluna,urshifurapidstrike,zamazentacrowned,grimmsnarl,miraidon,incineroar,zamazentacrowned
calyrexice,gallade,hatterene,indeedeef,smeargle,torkoal,clodsire,fluttermane,grimmsnarl,groudon,mausholdfour,miraidon,calyrexice,indeedeef,fluttermane,mausholdfour
brutebonnet,fluttermane,incineroar,koraidon,lunala,walkingwake,fluttermane,grimmsnarl,incineroar,jumpluff,koraidon,sneasler,incineroar,lunala,fluttermane,grimmsnarl
calyrexshadow,chienpao,incineroar,walkingwake,whimsicott,zamazentacrowned,calyrexshadow,grimmsnarl,incineroar,terapagos,tinkaton,urshifurapidstrike,incineroar,whimsicott,incineroar,urshifu
incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,calyrexshadow,chiyu,dondozo,miraidon,sneasler,tatsugiri,lunala,miraidon,miraidon,sneasler
amoonguss,fluttermane,incineroar,koraidon,lunala,ursaluna,brutebonnet,dragonite,groudon,incineroar,whimsicott,zaciancrowned,incineroar,koraidon,brutebonnet,groudon
calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,brutebonnet,dragonite,groudon,incineroar,whimsicott,zaciancrowned,calyrexshadow,tornadus,dragonite,whimsicott
brutebonnet,dragonite,groudon,incineroar,whimsicott,zaciancrowned,dondozo,regigigas,tatsugiri,weezinggalar,zaciancrowned,zamazentacrowned,groudon,incineroar,regigigas,weezinggalar
calyrexshadow,incineroar,ragingbolt,ursaluna,urshifurapidstrike,zamazentacrowned,amoonguss,ditto,fluttermane,kyogre,raichu,zamazentacrowned,ragingbolt,zamazentacrowned,raichu,zamazentacrowned
brutebonnet,dragonite,groudon,incineroar,whimsicott,zaciancrowned,calyrexshadow,ragingbolt,rillaboom,smeargle,tornadus,zamazentacrowned,incineroar,zaciancrowned,tornadus,zamazentacrowned
calyrexshadow,farigiraf,incineroar,miraidon,rillaboom,urshifurapidstrike,brutebonnet,dragonite,groudon,incineroar,whimsicott,zaciancrowned,calyrexshadow,incineroar,dragonite,incineroar
camerupt,hatterene,indeedeef,koraidon,lunala,urshifurapidstrike,calyrexice,chiyu,indeedeef,ironhands,terapagos,whimsicott,indeedeef,urshifu,chiyu,whimsicott
brutebonnet,chiyu,fluttermane,incineroar,koraidon,solgaleo,chienpao,ironhands,kyogre,ogerponhearthflame,urshifurapidstrike,whimsicott,brutebonnet,solgaleo,chienpao,whimsicott
azelf,calyrexshadow,landorus,miraidon,toxapex,tyranitar,amoonguss,bronzong,calyrexshadow,mausholdfour,ogerponcornerstone,zamazentacrowned,azelf,calyrexshadow,bronzong,zamazentacrowned
amoonguss,calyrexshadow,chiyu,chienpao,ogerponcornerstone,zamazentacrowned,annihilape,araquanid,clefairy,grimmsnarl,kyogre,miraidon,ogerponcornerstone,zamazentacrowned,annihilape,miraidon
incineroar,irontreads,miraidon,sinistcha,terapagos,urshifurapidstrike,calyrexice,grimmsnarl,incineroar,kyogre,overqwil,rillaboom,irontreads,miraidon,calyrexice,overqwil
incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,calyrexice,indeedeef,lunala,smeargle,torkoal,urshifurapidstrike,miraidon,urshifurapidstrike,lunala,urshifu
indeedeef,miraidon,sableye,terapagos,tornadus,urshifurapidstrike,incineroar,irontreads,kyogre,miraidon,urshifurapidstrike,zapdos,miraidon,tornadus,incineroar,kyogre
calyrexshadow,chiyu,fluttermane,incineroar,koraidon,ogerponcornerstone,clefairy,kyogre,rillaboom,tornadus,urshifurapidstrike,zaciancrowned,incineroar,ogerponcornerstone,kyogre,tornadus
amoonguss,chienpao,dragonite,fluttermane,hooh,koraidon,brutebonnet,calyrexshadow,incineroar,koraidon,ogerponwellspring,tornadus,chienpao,hooh,koraidon,tornadus
amoonguss,calyrexshadow,chienpao,dragonite,ragingbolt,zamazentacrowned,armarouge,chiyu,grimmsnarl,groudon,indeedeef,miraidon,chienpao,zamazentacrowned,chiyu,indeedeef
clefairy,kyogre,rillaboom,tornadus,urshifurapidstrike,zaciancrowned,calyrexshadow,indeedeef,kyogre,smeargle,tornadus,urshifurapidstrike,kyogre,tornadus,calyrexshadow,smeargle
calyrexshadow,grimmsnarl,regieleki,rillaboom,urshifurapidstrike,zamazentacrowned,calyrexice,farigiraf,miraidon,ogerponwellspring,urshifurapidstrike,whimsicott,grimmsnarl,zamazentacrowned,farigiraf,miraidon
grimmsnarl,incineroar,lunala,miraidon,rillaboom,urshifurapidstrike,entei,groudon,ragingbolt,rillaboom,walkingwake,zaciancrowned,incineroar,lunala,entei,groudon
entei,groudon,ragingbolt,rillaboom,walkingwake,zaciancrowned,calyrexice,incineroar,ironhands,miraidon,sinistcha,tinglu,groudon,rillaboom,calyrexice,miraidon
calyrexshadow,chienpao,ogerponhearthflame,ragingbolt,whimsicott,zamazentacrowned,amoonguss,calyrexice,incineroar,lunala,porygon2,ursalunabloodmoon,calyrexshadow,zamazentacrowned,calyrexice,lunala
brutebonnet,dragonite,groudon,incineroar,whimsicott,zaciancrowned,brutebonnet,incineroar,koraidon,ragingbolt,solgaleo,ursaluna,groudon,zaciancrowned,solgaleo,ursaluna
clefairy,kyogre,rillaboom,tornadus,urshifurapidstrike,zaciancrowned,calyrexice,indeedeef,kyogre,rillaboom,ursaluna,volcarona,kyogre,urshifurapidstrike,kyogre,rillaboom
calyrexice,indeedeef,lunala,smeargle,torkoal,urshifurapidstrike,calyrexice,indeedeef,lunala,smeargle,torkoal,urshifurapidstrike,calyrexice,smeargle,indeedeef,lunala
calyrexshadow,farigiraf,incineroar,ironhands,miraidon,ogerponhearthflame,archaludon,landorustherian,miraidon,pelipper,sinistcha,urshifurapidstrike,calyrexshadow,incineroar,landorustherian,pelipper
chienpao,fluttermane,incineroar,indeedeef,rillaboom,zamazentacrowned,calyrexshadow,chiyu,dondozo,miraidon,sneasler,tatsugiri,fluttermane,rillaboom,chiyu,miraidon
incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,clefairy,kyogre,rillaboom,tornadus,urshifurapidstrike,zaciancrowned,lunala,miraidon,tornadus,zaciancrowned
ironhands,kyogre,lunala,ursaluna,urshifurapidstrike,wochien,amoonguss,calyrexshadow,incineroar,terapagos,tornadus,urshifurapidstrike,lunala,wochien,amoonguss,terapagos
clefairy,kyogre,rillaboom,tornadus,urshifurapidstrike,zaciancrowned,articunogalar,calyrexice,clefairy,farigiraf,incineroar,kyogre,kyogre,urshifurapidstrike,farigiraf,kyogre
farigiraf,fluttermane,groudon,koraidon,ragingbolt,walkingwake,incineroar,irontreads,miraidon,sinistcha,terapagos,urshifurapidstrike,koraidon,walkingwake,miraidon,urshifurapidstrike
calyrexice,grimmsnarl,incineroar,landorus,miraidon,urshifurapidstrike,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,calyrexice,grimmsnarl,incineroar,miraidon
cresselia,electabuzz,gallade,giratina,luxray,riolu,alomomola,arcanine,calyrexshadow,goodrahisui,lugia,whimsicott,electabuzz,giratina,calyrexshadow,whimsicott
ceruledge,frosmoth,groudon,kingambit,ogerponwellspring,zaciancrowned,basculegionf,brutebonnet,calyrexice,gholdengo,scraggy,ursalunabloodmoon,groudon,zacian,calyrexice,scraggy
ceruledge,frosmoth,groudon,kingambit,ogerponwellspring,zaciancrowned,basculegionf,brutebonnet,calyrexice,gholdengo,scraggy,ursalunabloodmoon,groudon,zacian,brutebonnet,gholdengo
ceruledge,frosmoth,groudon,kingambit,ogerponwellspring,zaciancrowned,basculegionf,brutebonnet,calyrexice,gholdengo,scraggy,ursalunabloodmoon,ceruledge,kingambit,brutebonnet,calyrexice
farigiraf,fluttermane,groudon,koraidon,ragingbolt,walkingwake,incineroar,lunala,miraidon,ursaluna,urshifurapidstrike,whimsicott,groudon,walkingwake,miraidon,whimsicott
