j1_1,j1_2,j1_3,j1_4,j1_5,j1_6,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j1_l1,j1_l2,j2_l1,j2_l2
Flutter Mane,Incineroar,Indeedee-F,Koraidon,Lunala,Rillaboom,Calyrex-Shadow,Chi-Yu,Iron Hands,Smeargle,Terapagos,Whimsicott,Flutter Mane,Koraidon,Smeargle,Terapagos
Heatran,Incineroar,Ogerpon-Cornerstone,Rillaboom,Scream Tail,Terapagos,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Ogerpon-Cornerstone,Terapagos,Calyrex-Shadow,Smeargle
Archaludon,Calyrex-Shadow,Flutter Mane,Kyogre,Tornadus,Urshifu-*,Chien-Pao,Flutter Mane,Koraidon,Ogerpon-Hearthflame,Scream Tail,Terapagos,Kyogre,Tornadus,Chien-Pao,Terapagos
Amoonguss,Calyrex-Ice,Flutter Mane,Indeedee-F,Lunala,Ting-Lu,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Amoonguss,Lunala,Calyrex-Shadow,Smeargle
Calyrex-Ice,Mimikyu,Moltres,Palkia,Pelipper,Ursaluna,Calyrex-Ice,Gengar,Giratina-Origin,Incineroar,Kommo-o,Whimsicott,Calyrex-Ice,Pelipper,Gengar,Incineroar
Brute Bonnet,Calyrex-Shadow,Incineroar,Koraidon,Landorus,Raging Bolt,Calyrex-Shadow,Chi-Yu,Incineroar,Miraidon,Urshifu-*,Whimsicott,Incineroar,Koraidon,Miraidon,Whimsicott
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Calyrex-Shadow,Smeargle,Flutter Mane,Koraidon
Koraidon,Roaring Moon,Slither Wing,Talonflame,Venusaur,Zacian-*,Amoonguss,Chien-Pao,Kyogre,Roaring Moon,Urshifu-*,Zacian-*,Talonflame,Zacian-Crowned,Amoonguss,Zacian-Crowned
Calyrex-Ice,Gengar,Giratina-Origin,Incineroar,Kommo-o,Whimsicott,Calyrex-Ice,Ditto,Farigiraf,Incineroar,Miraidon,Urshifu-*,Gengar,Incineroar,Farigiraf,Miraidon
Amoonguss,Flutter Mane,Gothitelle,Incineroar,Koraidon,Scream Tail,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Flutter Mane,Incineroar,Tornadus,Zamazenta-Crowned
Calyrex-Ice,Incineroar,Miraidon,Quaquaval,Regieleki,Rillaboom,Avalugg-Hisui,Carbink,Emboar,Milotic,Oricorio-Sensu,Overqwil,Incineroar,Quaquaval,Emboar,Milotic
Iron Moth,Ogerpon,Raging Bolt,Scizor,Volcarona,Weezing-Galar,Archaludon,Ceruledge,Cresselia,Noivern,Pawmot,Raichu-Alola,Raging Bolt,Weezing-Galar,Noivern,Raichu-Alola
Annihilape,Arcanine,Armarouge,Farigiraf,Maushold-Four,Roaring Moon,Annihilape,Glastrier,Grimmsnarl,Oranguru,Primarina,Ursaluna-Bloodmoon,Armarouge,Farigiraf,Oranguru,Ursaluna-Bloodmoon
Annihilape,Glastrier,Grimmsnarl,Oranguru,Primarina,Ursaluna-Bloodmoon,Annihilape,Arcanine,Armarouge,Farigiraf,Maushold-Four,Roaring Moon,Oranguru,Ursaluna-Bloodmoon,Annihilape,Maushold-Four
Chi-Yu,Chien-Pao,Flutter Mane,Groudon,Koraidon,Venusaur,Annihilape,Calyrex-Ice,Hatterene,Indeedee-F,Kyogre,Ursaluna,Chi-Yu,Flutter Mane,Hatterene,Indeedee-F
Annihilape,Archaludon,Chi-Yu,Maushold-Four,Sinistcha,Toxtricity-Low-Key,Amoonguss,Dragonite,Flutter Mane,Incineroar,Torkoal,Ursaluna,Maushold-Four,Toxtricity-Low-Key,Flutter Mane,Ursaluna
Annihilape,Archaludon,Chi-Yu,Maushold-Four,Sinistcha,Toxtricity-Low-Key,Amoonguss,Dragonite,Flutter Mane,Incineroar,Torkoal,Ursaluna,Annihilape,Chi-Yu,Amoonguss,Torkoal
Armarouge,Charizard,Groudon,Reshiram,Thundurus,Tornadus,Amoonguss,Calyrex-Shadow,Chien-Pao,Flutter Mane,Incineroar,Koraidon,Armarouge,Tornadus,Chien-Pao,Koraidon
Annihilape,Archaludon,Chi-Yu,Maushold-Four,Sinistcha,Toxtricity-Low-Key,Amoonguss,Dragonite,Flutter Mane,Incineroar,Torkoal,Ursaluna,Annihilape,Chi-Yu,Amoonguss,Flutter Mane
Brute Bonnet,Calyrex-Shadow,Chi-Yu,Incineroar,Koraidon,Raging Bolt,Basculegion,Iron Hands,Kyogre,Miraidon,Ogerpon-Wellspring,Tornadus,Calyrex-Shadow,Raging Bolt,Kyogre,Tornadus
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Calyrex-Shadow,Clefairy,Rayquaza,Smeargle,Tornadus,Urshifu-*,Smeargle,Tornadus,Rayquaza,Smeargle
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Tornadus,Zamazenta-Crowned,Smeargle,Tornadus
Archaludon,Calyrex-Shadow,Flutter Mane,Kyogre,Tornadus,Urshifu-*,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Kyogre,Tornadus,Brute Bonnet,Flutter Mane
Calyrex-Shadow,Chi-Yu,Incineroar,Miraidon,Urshifu-*,Whimsicott,Incineroar,Iron Bundle,Miraidon,Ogerpon,Ting-Lu,Zamazenta-*,Miraidon,Urshifu-Rapid-Strike,Iron Bundle,Miraidon
Amoonguss,Archaludon,Flutter Mane,Incineroar,Rillaboom,Ursaluna-Bloodmoon,Farigiraf,Goodra-Hisui,Grimmsnarl,Landorus-Therian,Skeledirge,Sneasler,Amoonguss,Archaludon,Skeledirge,Sneasler
Armarouge,Brute Bonnet,Groudon,Koraidon,Ogerpon-Hearthflame,Whimsicott,Brute Bonnet,Flutter Mane,Groudon,Incineroar,Medicham,Miraidon,Armarouge,Koraidon,Groudon,Medicham
Farigiraf,Goodra-Hisui,Grimmsnarl,Landorus-Therian,Skeledirge,Sneasler,Amoonguss,Archaludon,Flutter Mane,Incineroar,Rillaboom,Ursaluna-Bloodmoon,Goodra-Hisui,Landorus-Therian,Amoonguss,Flutter Mane
Calyrex-Shadow,Dondozo,Grimmsnarl,Groudon,Tatsugiri,Weezing-Galar,Araquanid,Brute Bonnet,Calyrex-Shadow,Ho-Oh,Iron Valiant,Tornadus,Grimmsnarl,Groudon,Ho-Oh,Iron Valiant
Farigiraf,Goodra-Hisui,Grimmsnarl,Landorus-Therian,Skeledirge,Sneasler,Amoonguss,Archaludon,Flutter Mane,Incineroar,Rillaboom,Ursaluna-Bloodmoon,Grimmsnarl,Skeledirge,Amoonguss,Ursaluna-Bloodmoon
Brute Bonnet,Flutter Mane,Incineroar,Koraidon,Raging Bolt,Zamazenta-*,Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Incineroar,Zamazenta-Crowned,Lunala,Miraidon
Amoonguss,Flutter Mane,Incineroar,Koraidon,Lunala,Ursaluna,Inteleon,Iron Jugulis,Lunala,Miraidon,Ogerpon-Cornerstone,Tyranitar,Koraidon,Lunala,Iron Jugulis,Miraidon
Araquanid,Brute Bonnet,Calyrex-Shadow,Ho-Oh,Iron Valiant,Tornadus,Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Ho-Oh,Iron Valiant,Calyrex-Shadow,Incineroar
Enamorus,Kyogre,Lugia,Ogerpon-Cornerstone,Thundurus,Urshifu-*,Dondozo,Iron Jugulis,Mewtwo,Sceptile,Tatsugiri,Zamazenta-*,Kyogre,Thundurus,Iron Jugulis,Mewtwo
Enamorus,Kyogre,Lugia,Ogerpon-Cornerstone,Thundurus,Urshifu-*,Dondozo,Iron Jugulis,Mewtwo,Sceptile,Tatsugiri,Zamazenta-*,Lugia,Urshifu-Rapid-Strike,Iron Jugulis,Mewtwo
Enamorus,Kyogre,Lugia,Ogerpon-Cornerstone,Thundurus,Urshifu-*,Dondozo,Iron Jugulis,Mewtwo,Sceptile,Tatsugiri,Zamazenta-*,Ogerpon-Cornerstone,Urshifu-Rapid-Strike,Iron Jugulis,Mewtwo
Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Calyrex-Ice,Empoleon,Gardevoir,Incineroar,Indeedee-F,Miraidon,Lunala,Miraidon,Calyrex-Ice,Indeedee-F
Calyrex-Shadow,Incineroar,Kingambit,Miraidon,Urshifu-*,Whimsicott,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Calyrex-Shadow,Incineroar,Flutter Mane,Lunala
Clefairy,Kyogre,Landorus,Raging Bolt,Whimsicott,Zacian-*,Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Clefairy,Kyogre,Lunala,Miraidon
Chi-Yu,Indeedee-F,Koraidon,Tornadus,Urshifu-*,Venusaur,Calyrex-Shadow,Clefairy,Rayquaza,Smeargle,Tornadus,Urshifu-*,Indeedee-F,Tornadus,Smeargle,Tornadus
Incineroar,Iron Bundle,Miraidon,Ogerpon,Ting-Lu,Zamazenta-*,Incineroar,Iron Valiant,Kyogre,Miraidon,Sableye,Smeargle,Miraidon,Ogerpon,Kyogre,Smeargle
Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Baxcalibur,Cacturne,Duskull,Hatterene,Torkoal,Ursaluna,Lunala,Miraidon,Duskull,Ursaluna
Calyrex-Ice,Grimmsnarl,Landorus,Reshiram,Vikavolt,Weezing,Arcanine-Hisui,Iron Hands,Sinistcha,Terapagos,Tornadus,Zacian-*,Grimmsnarl,Reshiram,Arcanine-Hisui,Zacian
Calyrex-Ice,Grimmsnarl,Landorus,Reshiram,Vikavolt,Weezing,Arcanine-Hisui,Iron Hands,Sinistcha,Terapagos,Tornadus,Zacian-*,Calyrex-Ice,Grimmsnarl,Tornadus,Zacian
Calyrex-Ice,Grimmsnarl,Landorus,Reshiram,Vikavolt,Weezing,Arcanine-Hisui,Iron Hands,Sinistcha,Terapagos,Tornadus,Zacian-*,Grimmsnarl,Landorus,Arcanine-Hisui,Sinistcha
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Flutter Mane,Incineroar,Iron Hands,Lunala,Miraidon,Whimsicott,Rillaboom,Smeargle,Lunala,Whimsicott
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Calyrex-Shadow,Chi-Yu,Incineroar,Miraidon,Urshifu-*,Whimsicott,Tornadus,Zamazenta-Crowned,Chi-Yu,Whimsicott
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Calyrex-Shadow,Chi-Yu,Incineroar,Miraidon,Urshifu-*,Whimsicott,Tornadus,Zamazenta-Crowned,Chi-Yu,Whimsicott
Annihilape,Calyrex-Ice,Comfey,Groudon,Rillaboom,Walking Wake,Calyrex-Ice,Flutter Mane,Groudon,Ogerpon-Cornerstone,Raging Bolt,Venusaur,Calyrex-Ice,Rillaboom,Calyrex-Ice,Flutter Mane
Chi-Yu,Kyurem-White,Ninetales-Alola,Rillaboom,Tornadus,Zamazenta-*,Calyrex-Ice,Cresselia,Incineroar,Thundurus,Tinkaton,Ursaluna-Bloodmoon,Kyurem-White,Ninetales-Alola,Thundurus,Tinkaton
Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Brute Bonnet,Lunala,Tornadus,Zamazenta-Crowned
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Flutter Mane,Gyarados,Landorus-Therian,Okidogi,Tornadus,Zapdos,Smeargle,Tornadus,Flutter Mane,Okidogi
Calyrex-Ice,Grimmsnarl,Incineroar,Miraidon,Urshifu-*,Whimsicott,Calyrex-Shadow,Chien-Pao,Incineroar,Ogerpon-Hearthflame,Rillaboom,Zamazenta-*,Urshifu-Rapid-Strike,Whimsicott,Ogerpon-Hearthflame,Zamazenta-Crowned
Clefairy,Dialga-Origin,Eternatus,Reuniclus,Rillaboom,Ursaluna,Indeedee-F,Kyogre,Magmar,Registeel,Urshifu-*,Zacian-*,Reuniclus,Rillaboom,Urshifu-Rapid-Strike,Zacian-Crowned
Calyrex-Shadow,Chi-Yu,Ogerpon-Cornerstone,Raging Bolt,Ting-Lu,Zamazenta-*,Calyrex-Ice,Grimmsnarl,Landorus,Miraidon,Sneasler,Urshifu-*,Ting-Lu,Zamazenta-Crowned,Miraidon,Sneasler
Farigiraf,Groudon,Iron Bundle,Miraidon,Raging Bolt,Whimsicott,Brute Bonnet,Flutter Mane,Indeedee-F,Koraidon,Necrozma-Dawn-Wings,Ursaluna,Miraidon,Whimsicott,Indeedee-F,Necrozma-Dawn-Wings
Amoonguss,Calyrex-Ice,Farigiraf,Iron Hands,Miraidon,Urshifu-*,Calyrex-Ice,Chi-Yu,Flutter Mane,Incineroar,Koraidon,Raging Bolt,Amoonguss,Calyrex-Ice,Calyrex-Ice,Flutter Mane
Chi-Yu,Flutter Mane,Groudon,Ogerpon-Hearthflame,Torkoal,Walking Wake,Calyrex-Shadow,Clefairy,Rayquaza,Smeargle,Tornadus,Urshifu-*,Flutter Mane,Torkoal,Clefairy,Rayquaza
Koraidon,Roaring Moon,Slither Wing,Talonflame,Venusaur,Zacian-*,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Roaring Moon,Talonflame,Smeargle,Tornadus
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Groudon,Incineroar,Iron Valiant,Jumpluff,Lugia,Walking Wake,Calyrex-Shadow,Smeargle,Groudon,Jumpluff
Calyrex-Ice,Farigiraf,Iron Hands,Miraidon,Ogerpon-Hearthflame,Urshifu-*,Amoonguss,Calyrex-Ice,Iron Jugulis,Kyogre,Rhyperior,Urshifu-*,Iron Hands,Miraidon,Amoonguss,Calyrex-Ice
Calyrex-Ice,Incineroar,Iron Hands,Kyogre,Smeargle,Tornadus,Calyrex-Ice,Chi-Yu,Clefairy,Farigiraf,Goodra-Hisui,Ninetales-Alola,Kyogre,Smeargle,Calyrex-Ice,Clefairy
Calyrex-Shadow,Grimmsnarl,Regigigas,Urshifu-*,Weezing-Galar,Zamazenta-*,Amoonguss,Calyrex-Ice,Iron Jugulis,Kyogre,Rhyperior,Urshifu-*,Regigigas,Weezing-Galar,Iron Jugulis,Kyogre
Amoonguss,Calyrex-Ice,Farigiraf,Incineroar,Miraidon,Urshifu-*,Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Farigiraf,Miraidon,Lunala,Miraidon
Amoonguss,Calyrex-Ice,Iron Jugulis,Kyogre,Rhyperior,Urshifu-*,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Iron Jugulis,Kyogre,Brute Bonnet,Lunala
Grimmsnarl,Incineroar,Polteageist,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Amoonguss,Annihilape,Chien-Pao,Farigiraf,Gholdengo,Ursaluna-Bloodmoon,Polteageist,Rillaboom,Amoonguss,Annihilape
Amoonguss,Calyrex-Shadow,Dragapult,Iron Treads,Miraidon,Whimsicott,Amoonguss,Flutter Mane,Incineroar,Koraidon,Lunala,Ogerpon-Hearthflame,Miraidon,Whimsicott,Flutter Mane,Lunala
Calyrex-Shadow,Clefairy,Rayquaza,Smeargle,Tornadus,Urshifu-*,Amoonguss,Calyrex-Ice,Gholdengo,Raging Bolt,Ursaluna-Bloodmoon,Urshifu-*,Smeargle,Tornadus,Amoonguss,Gholdengo
Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Amoonguss,Calyrex-Ice,Iron Jugulis,Kyogre,Rhyperior,Urshifu-*,Grimmsnarl,Incineroar,Iron Jugulis,Kyogre
Grimmsnarl,Incineroar,Polteageist,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Amoonguss,Annihilape,Chien-Pao,Farigiraf,Gholdengo,Ursaluna-Bloodmoon,Polteageist,Rillaboom,Annihilape,Farigiraf
Charizard,Dragalge,Greninja-*,Infernape,Sylveon,Torterra,Basculegion-F,Iron Moth,Iron Valiant,Lucario,Mandibuzz,Pyroar,Infernape,Sylveon,Lucario,Mandibuzz
Grimmsnarl,Incineroar,Polteageist,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Amoonguss,Annihilape,Chien-Pao,Farigiraf,Gholdengo,Ursaluna-Bloodmoon,Grimmsnarl,Rillaboom,Amoonguss,Annihilape
Calyrex-Ice,Chien-Pao,Grimmsnarl,Koraidon,Ogerpon-Hearthflame,Tornadus,Arcanine-Hisui,Ceruledge,Klefki,Koraidon,Ogerpon-Hearthflame,Slither Wing,Koraidon,Tornadus,Arcanine-Hisui,Slither Wing
Basculegion-F,Iron Moth,Iron Valiant,Lucario,Mandibuzz,Pyroar,Charizard,Dragalge,Greninja-*,Infernape,Sylveon,Torterra,Mandibuzz,Pyroar,Charizard,Torterra
Koraidon,Roaring Moon,Slither Wing,Talonflame,Venusaur,Zacian-*,Calyrex-Ice,Chien-Pao,Grimmsnarl,Koraidon,Ogerpon-Hearthflame,Tornadus,Roaring Moon,Zacian-Crowned,Koraidon,Tornadus
Farigiraf,Incineroar,Lunala,Rillaboom,Urshifu-*,Zamazenta-*,Flutter Mane,Gothitelle,Incineroar,Koraidon,Miraidon,Scream Tail,Incineroar,Lunala,Koraidon,Miraidon
Amoonguss,Calyrex-Shadow,Incineroar,Ursaluna-Bloodmoon,Whimsicott,Zacian-*,Brute Bonnet,Calyrex-Ice,Chi-Yu,Flutter Mane,Great Tusk,Koraidon,Calyrex-Shadow,Whimsicott,Flutter Mane,Koraidon
Flutter Mane,Gothitelle,Incineroar,Koraidon,Miraidon,Scream Tail,Calyrex-Shadow,Chi-Yu,Raging Bolt,Rillaboom,Ting-Lu,Zamazenta-*,Flutter Mane,Koraidon,Calyrex-Shadow,Rillaboom
Grimmsnarl,Incineroar,Polteageist,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Farigiraf,Gholdengo,Incineroar,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Grimmsnarl,Incineroar,Gholdengo,Incineroar
Amoonguss,Calyrex-Ice,Farigiraf,Incineroar,Miraidon,Urshifu-*,Flutter Mane,Iron Bundle,Iron Hands,Koraidon,Miraidon,Raging Bolt,Farigiraf,Miraidon,Koraidon,Miraidon
Incineroar,Iron Hands,Lunala,Miraidon,Urshifu-*,Whimsicott,Calyrex-Shadow,Chi-Yu,Raging Bolt,Rillaboom,Ting-Lu,Zamazenta-*,Lunala,Whimsicott,Ting-Lu,Zamazenta-Crowned
Farigiraf,Gholdengo,Incineroar,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Grimmsnarl,Incineroar,Polteageist,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Farigiraf,Rillaboom,Grimmsnarl,Incineroar
Bronzong,Calyrex-Ice,Koraidon,Regigigas,Volcarona,Weezing-Galar,Brute Bonnet,Incineroar,Kyurem-White,Lunala,Ninetales-Alola,Ogerpon-Wellspring,Volcarona,Weezing-Galar,Incineroar,Ninetales-Alola
Brute Bonnet,Chi-Yu,Flutter Mane,Incineroar,Koraidon,Lunala,Farigiraf,Flygon,Kyogre,Mienshao,Talonflame,Zacian-*,Flutter Mane,Koraidon,Talonflame,Zacian-Crowned
Calyrex-Shadow,Clefairy,Grimmsnarl,Incineroar,Rillaboom,Zamazenta-*,Calyrex-Ice,Grimmsnarl,Incineroar,Miraidon,Rillaboom,Ursaluna,Calyrex-Shadow,Grimmsnarl,Calyrex-Ice,Grimmsnarl
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Rillaboom,Smeargle,Incineroar,Lunala
Archaludon,Flutter Mane,Kyogre,Miraidon,Pachirisu,Urshifu-*,Brute Bonnet,Calyrex-Shadow,Farigiraf,Koraidon,Landorus,Whimsicott,Flutter Mane,Kyogre,Landorus,Whimsicott
Calyrex-Shadow,Gholdengo,Miraidon,Pawmot,Sneasler,Ursaluna-Bloodmoon,Bronzong,Calyrex-Ice,Koraidon,Regigigas,Volcarona,Weezing-Galar,Calyrex-Shadow,Miraidon,Regigigas,Weezing-Galar
Charizard,Groudon,Koraidon,Ogerpon-Hearthflame,Torkoal,Whimsicott,Archaludon,Incineroar,Kyogre,Lunala,Urshifu-*,Whimsicott,Groudon,Whimsicott,Incineroar,Lunala
Calyrex-Shadow,Chien-Pao,Incineroar,Raging Bolt,Rillaboom,Zamazenta-*,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Chien-Pao,Incineroar,Smeargle,Tornadus
Chien-Pao,Farigiraf,Flutter Mane,Kyogre,Whimsicott,Zamazenta-*,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Flutter Mane,Whimsicott,Tornadus,Zamazenta-Crowned
Farigiraf,Groudon,Incineroar,Lilligant-Hisui,Lugia,Walking Wake,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Farigiraf,Incineroar,Calyrex-Shadow,Smeargle
Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Calyrex-Shadow,Dialga-Origin,Flutter Mane,Garchomp,Indeedee-F,Tyranitar,Lunala,Miraidon,Garchomp,Tyranitar
Entei,Incineroar,Miraidon,Ogerpon-Wellspring,Regieleki,Zamazenta-*,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Entei,Miraidon,Rillaboom,Smeargle
Amoonguss,Flutter Mane,Incineroar,Koraidon,Kyurem-White,Sableye,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Kyurem-White,Sableye,Tornadus,Zamazenta-Crowned
Arcanine-Hisui,Enamorus,Meowscarada,Necrozma-Dusk-Mane,Talonflame,Zamazenta-*,Dialga-Origin,Enamorus,Glastrier,Necrozma-Dawn-Wings,Porygon2,Zapdos,Arcanine-Hisui,Talonflame,Necrozma-Dawn-Wings,Zapdos
Arcanine-Hisui,Enamorus,Meowscarada,Necrozma-Dusk-Mane,Talonflame,Zamazenta-*,Dialga-Origin,Enamorus,Glastrier,Necrozma-Dawn-Wings,Porygon2,Zapdos,Arcanine-Hisui,Talonflame,Glastrier,Porygon2
Arcanine-Hisui,Enamorus,Meowscarada,Necrozma-Dusk-Mane,Talonflame,Zamazenta-*,Dialga-Origin,Enamorus,Glastrier,Necrozma-Dawn-Wings,Porygon2,Zapdos,Arcanine-Hisui,Talonflame,Glastrier,Porygon2
Brute Bonnet,Calyrex-Shadow,Incineroar,Koraidon,Landorus,Raging Bolt,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Brute Bonnet,Koraidon,Smeargle,Tornadus
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Farigiraf,Groudon,Incineroar,Lilligant-Hisui,Lugia,Walking Wake,Tornadus,Zamazenta-Crowned,Farigiraf,Incineroar
Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Lunala,Rillaboom,Smeargle,Urshifu-*,Whimsicott,Zamazenta-*,Chi-Yu,Koraidon,Lunala,Smeargle
Amoonguss,Dragapult,Grumpig,Masquerain,Reshiram,Skeledirge,Alomomola,Giratina-Origin,Incineroar,Metagross,Ninetales-Alola,Salamence,Dragapult,Reshiram,Alomomola,Incineroar
Amoonguss,Dragapult,Grumpig,Masquerain,Reshiram,Skeledirge,Alomomola,Giratina-Origin,Incineroar,Metagross,Ninetales-Alola,Salamence,Dragapult,Reshiram,Incineroar,Metagross
Braviary-Hisui,Eternatus,Greninja-*,Rillaboom,Sneasler,Typhlosion-Hisui,Clefairy,Gholdengo,Magmortar,Scrafty,Tornadus,Zacian-*,Greninja,Rillaboom,Gholdengo,Magmortar
Braviary-Hisui,Eternatus,Greninja-*,Rillaboom,Sneasler,Typhlosion-Hisui,Clefairy,Gholdengo,Magmortar,Scrafty,Tornadus,Zacian-*,Rillaboom,Sneasler,Gholdengo,Scrafty
Braviary-Hisui,Eternatus,Greninja-*,Rillaboom,Sneasler,Typhlosion-Hisui,Clefairy,Gholdengo,Magmortar,Scrafty,Tornadus,Zacian-*,Greninja,Rillaboom,Tornadus,Zacian
Indeedee-F,Iron Crown,Iron Hands,Miraidon,Urshifu-*,Whimsicott,Archaludon,Kyogre,Sableye,Tornadus,Urshifu-*,Zacian-*,Miraidon,Whimsicott,Sableye,Zacian-Crowned
Chi-Yu,Flutter Mane,Iron Valiant,Koraidon,Miraidon,Urshifu-*,Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Miraidon,Urshifu,Lunala,Ursaluna
Calyrex-Shadow,Incineroar,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Zamazenta-*,Amoonguss,Chi-Yu,Flutter Mane,Gyarados,Iron Hands,Ting-Lu,Incineroar,Raging Bolt,Flutter Mane,Ting-Lu
Amoonguss,Flutter Mane,Incineroar,Koraidon,Miraidon,Urshifu-*,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Flutter Mane,Miraidon,Flutter Mane,Lunala
Flutter Mane,Incineroar,Lugia,Urshifu-*,Whimsicott,Zamazenta-*,Amoonguss,Grimmsnarl,Incineroar,Kyogre,Raging Bolt,Rillaboom,Incineroar,Lugia,Amoonguss,Kyogre
Amoonguss,Flutter Mane,Gothitelle,Incineroar,Koraidon,Scream Tail,Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Flutter Mane,Koraidon,Calyrex-Shadow,Rillaboom
Farigiraf,Murkrow,Ogerpon-Hearthflame,Tyranitar,Ursaluna-Bloodmoon,Zapdos-Galar,Baxcalibur,Chi-Yu,Dusclops,Iron Bundle,Sylveon,Zapdos,Murkrow,Ursaluna-Bloodmoon,Chi-Yu,Iron Bundle
Farigiraf,Murkrow,Ogerpon-Hearthflame,Tyranitar,Ursaluna-Bloodmoon,Zapdos-Galar,Baxcalibur,Chi-Yu,Dusclops,Iron Bundle,Sylveon,Zapdos,Murkrow,Ursaluna-Bloodmoon,Chi-Yu,Iron Bundle
Dugtrio,Duraludon,Flygon,Milotic,Rillaboom,Volcarona,Blastoise,Donphan,Electabuzz,Goodra,Hitmontop,Noivern,Duraludon,Flygon,Electabuzz,Hitmontop
Dugtrio,Duraludon,Flygon,Milotic,Rillaboom,Volcarona,Blastoise,Donphan,Electabuzz,Goodra,Hitmontop,Noivern,Duraludon,Rillaboom,Blastoise,Goodra
Dragapult,Landorus-Therian,Miraidon,Ogerpon-Hearthflame,Rillaboom,Zamazenta-*,Clefairy,Heracross,Kyogre,Lunala,Torkoal,Walking Wake,Landorus-Therian,Rillaboom,Lunala,Walking Wake
Amoonguss,Basculegion,Calyrex-Ice,Flutter Mane,Grimmsnarl,Kyogre,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Flutter Mane,Grimmsnarl,Rillaboom,Zamazenta-Crowned
