j1_1,j1_2,j1_3,j1_4,j1_5,j1_6,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j1_l1,j1_l2,j2_l1,j2_l2
Archaludon,Farigiraf,Overqwil,Pelipper,Sinistcha,Zapdos-Galar,Farigiraf,Gholdengo,Incineroar,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Farigiraf,Zapdos-Galar,Gholdengo,Rillaboom
Archaludon,Farigiraf,Overqwil,Pelipper,Sinistcha,Zapdos-Galar,Farigiraf,Gholdengo,Incineroar,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Farigiraf,Zapdos-Galar,Gholdengo,Rillaboom
Calyrex-Shadow,Ho-Oh,Iron Hands,Ogerpon-Wellspring,Ursaluna,Whimsicott,Amoonguss,Calyrex-Ice,Farigiraf,Indeedee-F,Snorlax,Ursaluna-Bloodmoon,Calyrex-Shadow,Ho-Oh,Calyrex-Ice,Indeedee-F
Calyrex-Shadow,Ho-Oh,Iron Hands,Ogerpon-Wellspring,Ursaluna,Whimsicott,Amoonguss,Calyrex-Ice,Farigiraf,Indeedee-F,Snorlax,Ursaluna-Bloodmoon,Calyrex-Shadow,Ursaluna,Farigiraf,Indeedee-F
Foongus,Impidimp,Misdreavus,Poliwhirl,Rhyhorn,Scorbunny,Basculin-White-Striped,Glimmet,Magby,Meditite,Poltchageist,Shelgon,Foongus,Misdreavus,Basculin-White-Striped,Meditite
Foongus,Impidimp,Misdreavus,Poliwhirl,Rhyhorn,Scorbunny,Basculin-White-Striped,Glimmet,Magby,Meditite,Poltchageist,Shelgon,Impidimp,Scorbunny,Basculin-White-Striped,Meditite
Foongus,Impidimp,Misdreavus,Poliwhirl,Rhyhorn,Scorbunny,Basculin-White-Striped,Glimmet,Magby,Meditite,Poltchageist,Shelgon,Impidimp,Scorbunny,Meditite,Shelgon
Cacnea,Corphish,Haunter,Rhydon,Scraggy,Wattrel,Cranidos,Elekid,Kirlia,Shuppet,Slowpoke-Galar,Thwackey,Corphish,Haunter,Slowpoke-Galar,Thwackey
Cacnea,Corphish,Haunter,Rhydon,Scraggy,Wattrel,Cranidos,Elekid,Kirlia,Shuppet,Slowpoke-Galar,Thwackey,Rhydon,Wattrel,Elekid,Kirlia
Landorus,Lunala,Ogerpon-Cornerstone,Tornadus,Urshifu-*,Zacian-*,Chi-Yu,Iron Hands,Lunala,Miraidon,Urshifu-*,Whimsicott,Ogerpon-Cornerstone,Tornadus,Lunala,Urshifu-Rapid-Strike
Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Chi-Yu,Iron Hands,Lunala,Miraidon,Urshifu-*,Whimsicott,Chi-Yu,Koraidon,Chi-Yu,Miraidon
Calyrex-Shadow,Chien-Pao,Electrode-Hisui,Scrafty,Whimsicott,Zamazenta-*,Arcanine-Hisui,Calyrex-Ice,Enamorus-Therian,Farigiraf,Ninetales-Alola,Smeargle,Calyrex-Shadow,Zamazenta-Crowned,Calyrex-Ice,Smeargle
Iron Hands,Jolteon,Raging Bolt,Rotom-Wash,Sandy Shocks,Thundurus,Armarouge,Delphox,Gouging Fire,Ogerpon-Hearthflame,Talonflame,Typhlosion-Hisui,Jolteon,Sandy Shocks,Talonflame,Typhlosion-Hisui
Iron Hands,Jolteon,Raging Bolt,Rotom-Wash,Sandy Shocks,Thundurus,Armarouge,Delphox,Gouging Fire,Ogerpon-Hearthflame,Talonflame,Typhlosion-Hisui,Jolteon,Sandy Shocks,Gouging Fire,Talonflame
Clefairy,Gholdengo,Magmortar,Scrafty,Tornadus,Zacian-*,Flutter Mane,Grimmsnarl,Ho-Oh,Infernape,Landorus,Smeargle,Clefairy,Gholdengo,Grimmsnarl,Ho-Oh
Clefairy,Gholdengo,Magmortar,Scrafty,Tornadus,Zacian-*,Flutter Mane,Grimmsnarl,Ho-Oh,Infernape,Landorus,Smeargle,Magmortar,Scrafty,Grimmsnarl,Ho-Oh
Hariyama,Iron Bundle,Kyurem-White,Smeargle,Stonjourner,Yanma,Flutter Mane,Grimmsnarl,Ho-Oh,Infernape,Landorus,Smeargle,Hariyama,Yanma,Grimmsnarl,Infernape
Hariyama,Iron Bundle,Kyurem-White,Smeargle,Stonjourner,Yanma,Flutter Mane,Grimmsnarl,Ho-Oh,Infernape,Landorus,Smeargle,Iron Bundle,Stonjourner,Grimmsnarl,Ho-Oh
Calyrex-Shadow,Chi-Yu,Indeedee-F,Urshifu-*,Whimsicott,Zamazenta-*,Chi-Yu,Gouging Fire,Groudon,Lilligant-Hisui,Raging Bolt,Zamazenta-*,Whimsicott,Zamazenta-Crowned,Groudon,Lilligant-Hisui
Gardevoir,Gliscor,Heracross,Skarmory,Skuntank,Tentacruel,Bronzong,Coalossal,Gengar,Hariyama,Scovillain,Whiscash,Gliscor,Skarmory,Bronzong,Scovillain
Gardevoir,Gliscor,Heracross,Skarmory,Skuntank,Tentacruel,Bronzong,Coalossal,Gengar,Hariyama,Scovillain,Whiscash,Gliscor,Skarmory,Bronzong,Gengar
Basculegion-F,Cresselia,Enamorus-Therian,Kyogre,Whimsicott,Zamazenta-*,Amoonguss,Dialga-Origin,Lilligant-Hisui,Lunala,Raging Bolt,Torkoal,Basculegion-F,Kyogre,Amoonguss,Lunala
Calyrex-Ice,Ogerpon,Regieleki,Roaring Moon,Sinistcha,Urshifu-*,Flutter Mane,Incineroar,Jumpluff,Koraidon,Thundurus-Therian,Walking Wake,Calyrex-Ice,Regieleki,Incineroar,Koraidon
Amoonguss,Dialga-Origin,Lilligant-Hisui,Lunala,Raging Bolt,Torkoal,Basculegion-F,Cresselia,Enamorus-Therian,Kyogre,Whimsicott,Zamazenta-*,Lilligant-Hisui,Raging Bolt,Cresselia,Zamazenta-Crowned
Basculegion-F,Cresselia,Enamorus-Therian,Kyogre,Whimsicott,Zamazenta-*,Amoonguss,Dialga-Origin,Lilligant-Hisui,Lunala,Raging Bolt,Torkoal,Cresselia,Zamazenta-Crowned,Amoonguss,Lunala
Calyrex-Ice,Ogerpon,Regieleki,Roaring Moon,Sinistcha,Urshifu-*,Flutter Mane,Incineroar,Jumpluff,Koraidon,Thundurus-Therian,Walking Wake,Calyrex-Ice,Regieleki,Jumpluff,Koraidon
Kingambit,Kyogre,Landorus-Therian,Murkrow,Urshifu-*,Zacian-*,Grimmsnarl,Incineroar,Iron Treads,Miraidon,Necrozma-Dawn-Wings,Okidogi,Kyogre,Murkrow,Grimmsnarl,Okidogi
Kingambit,Kyogre,Landorus-Therian,Murkrow,Urshifu-*,Zacian-*,Grimmsnarl,Incineroar,Iron Treads,Miraidon,Necrozma-Dawn-Wings,Okidogi,Landorus-Therian,Murkrow,Grimmsnarl,Okidogi
Chesnaught,Crabominable,Gallade,Riolu,Urshifu-*,Zapdos-Galar,Garchomp,Gastrodon,Great Tusk,Landorus,Palossand,Toedscruel,Gallade,Riolu,Landorus,Toedscruel
Chesnaught,Crabominable,Gallade,Riolu,Urshifu-*,Zapdos-Galar,Garchomp,Gastrodon,Great Tusk,Landorus,Palossand,Toedscruel,Riolu,Zapdos-Galar,Gastrodon,Great Tusk
Basculegion,Empoleon,Iron Bundle,Politoed,Suicune,Walking Wake,Flutter Mane,Palossand,Sableye,Sinistcha,Spectrier,Trevenant,Basculegion,Walking Wake,Flutter Mane,Sableye
Basculegion,Empoleon,Iron Bundle,Politoed,Suicune,Walking Wake,Flutter Mane,Palossand,Sableye,Sinistcha,Spectrier,Trevenant,Politoed,Walking Wake,Sableye,Spectrier
Indeedee-F,Iron Hands,Iron Moth,Miraidon,Necrozma-Dawn-Wings,Whimsicott,Amoonguss,Calyrex-Ice,Flutter Mane,Kyogre,Rillaboom,Urshifu-*,Indeedee-F,Necrozma-Dawn-Wings,Calyrex-Ice,Rillaboom
Lucario,Makuhita,Roaring Moon,Thundurus,Tsareena,Zacian-*,Delphox,Dialga,Gyarados,Lokix,Ursaluna,Whimsicott,Roaring Moon,Thundurus,Delphox,Whimsicott
Lucario,Makuhita,Roaring Moon,Thundurus,Tsareena,Zacian-*,Delphox,Dialga,Gyarados,Lokix,Ursaluna,Whimsicott,Lucario,Roaring Moon,Delphox,Whimsicott
Lucario,Makuhita,Roaring Moon,Thundurus,Tsareena,Zacian-*,Delphox,Dialga,Gyarados,Lokix,Ursaluna,Whimsicott,Lucario,Roaring Moon,Delphox,Whimsicott
Calyrex-Shadow,Dachsbun,Dragonite,Houndoom,Miraidon,Snorlax,Ditto,Indeedee-F,Iron Valiant,Lunala,Samurott-Hisui,Ursaluna,Calyrex-Shadow,Miraidon,Ditto,Iron Valiant
Calyrex-Shadow,Dachsbun,Dragonite,Houndoom,Miraidon,Snorlax,Ditto,Indeedee-F,Iron Valiant,Lunala,Samurott-Hisui,Ursaluna,Dragonite,Miraidon,Indeedee-F,Samurott-Hisui
Calyrex-Shadow,Dachsbun,Dragonite,Houndoom,Miraidon,Snorlax,Ditto,Indeedee-F,Iron Valiant,Lunala,Samurott-Hisui,Ursaluna,Calyrex-Shadow,Snorlax,Indeedee-F,Lunala
Flutter Mane,Grimmsnarl,Groudon,Koraidon,Porygon2,Walking Wake,Archaludon,Kyogre,Landorus-Therian,Lunala,Pelipper,Urshifu-*,Flutter Mane,Groudon,Landorus-Therian,Pelipper
Archaludon,Kyogre,Landorus-Therian,Lunala,Pelipper,Urshifu-*,Flutter Mane,Grimmsnarl,Groudon,Koraidon,Porygon2,Walking Wake,Archaludon,Pelipper,Grimmsnarl,Koraidon
Annihilape,Giratina-Origin,Necrozma-Dusk-Mane,Sinistcha,Thundurus,Weezing-Galar,Clefairy,Dialga-Origin,Gholdengo,Hitmontop,Ho-Oh,Ting-Lu,Annihilape,Necrozma-Dusk-Mane,Clefairy,Gholdengo
Annihilape,Archaludon,Hitmontop,Hydreigon,Maushold,Pelipper,Calyrex-Shadow,Chi-Yu,Incineroar,Koraidon,Walking Wake,Weezing-Galar,Archaludon,Maushold,Calyrex-Shadow,Walking Wake
Bellibolt,Maushold,Murkrow,Perrserker,Slowking-Galar,Tauros-Paldea-Combat,Ampharos,Krookodile,Lanturn,Trevenant,Weavile,Yanmega,Maushold,Murkrow,Ampharos,Trevenant
Bellibolt,Maushold,Murkrow,Perrserker,Slowking-Galar,Tauros-Paldea-Combat,Ampharos,Krookodile,Lanturn,Trevenant,Weavile,Yanmega,Bellibolt,Perrserker,Ampharos,Trevenant
Bellibolt,Maushold,Murkrow,Perrserker,Slowking-Galar,Tauros-Paldea-Combat,Ampharos,Krookodile,Lanturn,Trevenant,Weavile,Yanmega,Perrserker,Slowking-Galar,Ampharos,Krookodile
Bellibolt,Maushold,Murkrow,Perrserker,Slowking-Galar,Tauros-Paldea-Combat,Ampharos,Krookodile,Lanturn,Trevenant,Weavile,Yanmega,Maushold,Murkrow,Krookodile,Yanmega
Chien-Pao,Gouging Fire,Groudon,Iron Hands,Jumpluff,Lunala,Calyrex-Shadow,Farigiraf,Incineroar,Raging Bolt,Rillaboom,Urshifu-*,Chien-Pao,Jumpluff,Calyrex-Shadow,Incineroar
Amoonguss,Flutter Mane,Gothitelle,Incineroar,Koraidon,Scream Tail,Calyrex-Shadow,Grimmsnarl,Regigigas,Urshifu-*,Weezing-Galar,Zamazenta-*,Incineroar,Koraidon,Calyrex-Shadow,Weezing-Galar
Amoonguss,Flutter Mane,Gothitelle,Incineroar,Koraidon,Scream Tail,Calyrex-Shadow,Grimmsnarl,Regigigas,Urshifu-*,Weezing-Galar,Zamazenta-*,Incineroar,Koraidon,Urshifu-Rapid-Strike,Weezing-Galar
Farigiraf,Goodra-Hisui,Grimmsnarl,Landorus-Therian,Skeledirge,Sneasler,Amoonguss,Dragonite,Flutter Mane,Incineroar,Torkoal,Ursaluna,Grimmsnarl,Skeledirge,Flutter Mane,Incineroar
Farigiraf,Goodra-Hisui,Grimmsnarl,Landorus-Therian,Skeledirge,Sneasler,Amoonguss,Dragonite,Flutter Mane,Incineroar,Torkoal,Ursaluna,Grimmsnarl,Skeledirge,Flutter Mane,Incineroar
Farigiraf,Kingambit,Lunala,Ogerpon-Cornerstone,Rhyperior,Ribombee,Chien-Pao,Gothitelle,Iron Hands,Scream Tail,Ursaluna-Bloodmoon,Wyrdeer,Farigiraf,Ribombee,Chien-Pao,Wyrdeer
Farigiraf,Kingambit,Lunala,Ogerpon-Cornerstone,Rhyperior,Ribombee,Chien-Pao,Gothitelle,Iron Hands,Scream Tail,Ursaluna-Bloodmoon,Wyrdeer,Kingambit,Ribombee,Chien-Pao,Scream Tail
Farigiraf,Goodra-Hisui,Grimmsnarl,Landorus-Therian,Skeledirge,Sneasler,Amoonguss,Dragonite,Flutter Mane,Incineroar,Torkoal,Ursaluna,Grimmsnarl,Skeledirge,Flutter Mane,Incineroar
Chi-Yu,Dondozo,Flutter Mane,Glimmora,Tatsugiri,Zamazenta-*,Calyrex-Ice,Grimmsnarl,Landorus,Reshiram,Vikavolt,Weezing,Chi-Yu,Tatsugiri,Grimmsnarl,Reshiram
Chi-Yu,Dondozo,Flutter Mane,Glimmora,Tatsugiri,Zamazenta-*,Calyrex-Ice,Grimmsnarl,Landorus,Reshiram,Vikavolt,Weezing,Chi-Yu,Flutter Mane,Grimmsnarl,Reshiram
Chi-Yu,Dondozo,Flutter Mane,Glimmora,Tatsugiri,Zamazenta-*,Calyrex-Ice,Grimmsnarl,Landorus,Reshiram,Vikavolt,Weezing,Chi-Yu,Flutter Mane,Grimmsnarl,Reshiram
Annihilape,Archaludon,Chi-Yu,Maushold-Four,Sinistcha,Toxtricity-Low-Key,Amoonguss,Dragonite,Flutter Mane,Incineroar,Torkoal,Ursaluna,Archaludon,Maushold-Four,Dragonite,Flutter Mane
Annihilape,Archaludon,Chi-Yu,Maushold-Four,Sinistcha,Toxtricity-Low-Key,Amoonguss,Dragonite,Flutter Mane,Incineroar,Torkoal,Ursaluna,Annihilape,Toxtricity-Low-Key,Amoonguss,Flutter Mane
Calyrex-Shadow,Clefairy,Flutter Mane,Incineroar,Koraidon,Rillaboom,Dialga-Origin,Incineroar,Indeedee-F,Lunala,Ogerpon-Wellspring,Ursaluna,Koraidon,Rillaboom,Incineroar,Indeedee-F
Calyrex-Shadow,Clefairy,Flutter Mane,Incineroar,Koraidon,Rillaboom,Dialga-Origin,Incineroar,Indeedee-F,Lunala,Ogerpon-Wellspring,Ursaluna,Calyrex-Shadow,Incineroar,Dialga-Origin,Incineroar
Dialga-Origin,Incineroar,Indeedee-F,Lunala,Ursaluna,Whimsicott,Cinderace,Gliscor,Ting-Lu,Toxapex,Toxtricity,Zapdos,Lunala,Whimsicott,Gliscor,Ting-Lu
Dialga-Origin,Incineroar,Indeedee-F,Lunala,Ursaluna,Whimsicott,Cinderace,Gliscor,Ting-Lu,Toxapex,Toxtricity,Zapdos,Dialga-Origin,Ursaluna,Gliscor,Ting-Lu
Farigiraf,Iron Hands,Miraidon,Ursaluna-Bloodmoon,Whimsicott,Zacian-*,Cinderace,Gliscor,Ting-Lu,Toxapex,Toxtricity,Zapdos,Iron Hands,Miraidon,Gliscor,Ting-Lu
Annihilape,Glastrier,Grimmsnarl,Oranguru,Primarina,Ursaluna-Bloodmoon,Farigiraf,Goodra-Hisui,Grimmsnarl,Landorus-Therian,Skeledirge,Sneasler,Oranguru,Ursaluna-Bloodmoon,Skeledirge,Sneasler
Amoonguss,Archaludon,Flutter Mane,Incineroar,Rillaboom,Ursaluna-Bloodmoon,Farigiraf,Gholdengo,Incineroar,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Flutter Mane,Ursaluna-Bloodmoon,Farigiraf,Urshifu-Rapid-Strike
Annihilape,Glastrier,Grimmsnarl,Oranguru,Primarina,Ursaluna-Bloodmoon,Farigiraf,Goodra-Hisui,Grimmsnarl,Landorus-Therian,Skeledirge,Sneasler,Annihilape,Grimmsnarl,Skeledirge,Sneasler
Farigiraf,Gholdengo,Incineroar,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Amoonguss,Archaludon,Flutter Mane,Incineroar,Rillaboom,Ursaluna-Bloodmoon,Gholdengo,Urshifu-Rapid-Strike,Amoonguss,Rillaboom
Farigiraf,Goodra-Hisui,Grimmsnarl,Landorus-Therian,Skeledirge,Sneasler,Annihilape,Glastrier,Grimmsnarl,Oranguru,Primarina,Ursaluna-Bloodmoon,Skeledirge,Sneasler,Oranguru,Ursaluna-Bloodmoon
Brute Bonnet,Calyrex-Shadow,Chi-Yu,Indeedee-F,Koraidon,Whimsicott,Calyrex-Ice,Farigiraf,Grimmsnarl,Iron Hands,Miraidon,Ogerpon-Hearthflame,Calyrex-Shadow,Indeedee-F,Calyrex-Ice,Grimmsnarl
Brute Bonnet,Calyrex-Shadow,Chi-Yu,Indeedee-F,Koraidon,Whimsicott,Calyrex-Ice,Farigiraf,Grimmsnarl,Iron Hands,Miraidon,Ogerpon-Hearthflame,Brute Bonnet,Koraidon,Calyrex-Ice,Grimmsnarl
Grimmsnarl,Incineroar,Polteageist,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Annihilape,Arcanine,Armarouge,Farigiraf,Maushold-Four,Roaring Moon,Grimmsnarl,Rillaboom,Annihilape,Arcanine
Annihilape,Arcanine,Armarouge,Farigiraf,Maushold-Four,Roaring Moon,Grimmsnarl,Incineroar,Polteageist,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Annihilape,Maushold-Four,Grimmsnarl,Rillaboom
Clefable,Jolteon,Kingambit,Pelipper,Urshifu-*,Walking Wake,Calyrex-Ice,Clefairy,Farigiraf,Miraidon,Ursaluna,Whimsicott,Jolteon,Kingambit,Miraidon,Whimsicott
Ho-Oh,Iron Bundle,Iron Hands,Lunala,Regieleki,Ursaluna,Brute Bonnet,Koraidon,Torkoal,Walking Wake,Weezing-Galar,Zamazenta-*,Ho-Oh,Lunala,Brute Bonnet,Koraidon
Ho-Oh,Iron Bundle,Iron Hands,Lunala,Regieleki,Ursaluna,Brute Bonnet,Koraidon,Torkoal,Walking Wake,Weezing-Galar,Zamazenta-*,Iron Hands,Lunala,Brute Bonnet,Koraidon
Ho-Oh,Iron Bundle,Iron Hands,Lunala,Regieleki,Ursaluna,Brute Bonnet,Koraidon,Torkoal,Walking Wake,Weezing-Galar,Zamazenta-*,Ho-Oh,Regieleki,Brute Bonnet,Koraidon
Clefable,Jolteon,Kingambit,Pelipper,Urshifu-*,Walking Wake,Azelf,Calyrex-Shadow,Dragonite,Iron Hands,Snorlax,Weavile,Clefable,Kingambit,Calyrex-Shadow,Snorlax
Clefable,Jolteon,Kingambit,Pelipper,Urshifu-*,Walking Wake,Azelf,Calyrex-Shadow,Dragonite,Iron Hands,Snorlax,Weavile,Clefable,Kingambit,Calyrex-Shadow,Snorlax
Abomasnow,Armarouge,Cetitan,Farigiraf,Magmar,Mismagius,Magnezone,Masquerain,Ninetales-Alola,Quagsire,Skeledirge,Ursaluna,Magmar,Mismagius,Masquerain,Skeledirge
Abomasnow,Armarouge,Cetitan,Farigiraf,Magmar,Mismagius,Magnezone,Masquerain,Ninetales-Alola,Quagsire,Skeledirge,Ursaluna,Armarouge,Mismagius,Ninetales-Alola,Skeledirge
Brute Bonnet,Calyrex-Shadow,Indeedee-F,Porygon2,Rhyperior,Zamazenta-*,Farigiraf,Incineroar,Iron Bundle,Iron Valiant,Mamoswine,Miraidon,Indeedee-F,Zamazenta,Farigiraf,Iron Valiant
Brute Bonnet,Calyrex-Shadow,Indeedee-F,Porygon2,Rhyperior,Zamazenta-*,Farigiraf,Incineroar,Iron Bundle,Iron Valiant,Mamoswine,Miraidon,Indeedee-F,Zamazenta,Farigiraf,Iron Valiant
Brute Bonnet,Calyrex-Shadow,Indeedee-F,Porygon2,Rhyperior,Zamazenta-*,Farigiraf,Incineroar,Iron Bundle,Iron Valiant,Mamoswine,Miraidon,Indeedee-F,Zamazenta,Incineroar,Iron Bundle
Crabrawler,Gastly,Porygon,Sneasel,Spewpa,Wooper,Horsea,Larvesta,Mienfoo,Murkrow,Shroomish,Vibrava,Porygon,Sneasel,Horsea,Murkrow
Crabrawler,Gastly,Porygon,Sneasel,Spewpa,Wooper,Horsea,Larvesta,Mienfoo,Murkrow,Shroomish,Vibrava,Gastly,Sneasel,Larvesta,Murkrow
Annihilape,Archaludon,Chi-Yu,Maushold-Four,Sinistcha,Toxtricity-Low-Key,Amoonguss,Dragonite,Gholdengo,Incineroar,Sneasler,Ursaluna-Bloodmoon,Chi-Yu,Toxtricity-Low-Key,Incineroar,Sneasler
Amoonguss,Dragonite,Gholdengo,Incineroar,Sneasler,Ursaluna-Bloodmoon,Annihilape,Archaludon,Chi-Yu,Maushold-Four,Sinistcha,Toxtricity-Low-Key,Amoonguss,Sneasler,Annihilape,Chi-Yu
Annihilape,Archaludon,Chi-Yu,Maushold-Four,Sinistcha,Toxtricity-Low-Key,Amoonguss,Dragonite,Gholdengo,Incineroar,Sneasler,Ursaluna-Bloodmoon,Annihilape,Maushold-Four,Amoonguss,Incineroar
Brute Bonnet,Cetitan,Glaceon,Malamar,Ninetales-Alola,Slowking-Galar,Iron Thorns,Kleavor,Milotic,Poliwrath,Raichu,Zoroark-Hisui,Malamar,Slowking-Galar,Iron Thorns,Kleavor
Brute Bonnet,Cetitan,Glaceon,Malamar,Ninetales-Alola,Slowking-Galar,Iron Thorns,Kleavor,Milotic,Poliwrath,Raichu,Zoroark-Hisui,Cetitan,Ninetales-Alola,Poliwrath,Raichu
Clefairy,Scrafty,Toedscruel,Tornadus,Weezing,Zacian-*,Dragapult,Infernape,Landorus,Ogerpon-Wellspring,Solgaleo,Whimsicott,Scrafty,Tornadus,Dragapult,Infernape
Clefairy,Scrafty,Toedscruel,Tornadus,Weezing,Zacian-*,Dragapult,Infernape,Landorus,Ogerpon-Wellspring,Solgaleo,Whimsicott,Clefairy,Scrafty,Solgaleo,Whimsicott
Clefairy,Cobalion,Ho-Oh,Klefki,Rayquaza,Ting-Lu,Clodsire,Lugia,Meowstic,Mewtwo,Moltres-Galar,Raichu,Klefki,Ting-Lu,Moltres-Galar,Raichu
Clefairy,Cobalion,Ho-Oh,Klefki,Rayquaza,Ting-Lu,Clodsire,Lugia,Meowstic,Mewtwo,Moltres-Galar,Raichu,Ho-Oh,Ting-Lu,Lugia,Raichu
Clefairy,Cobalion,Ho-Oh,Klefki,Rayquaza,Ting-Lu,Dragonite,Eternatus,Glimmora,Ho-Oh,Iron Valiant,Ting-Lu,Klefki,Rayquaza,Ho-Oh,Iron Valiant
Clefairy,Cobalion,Ho-Oh,Klefki,Rayquaza,Ting-Lu,Dragonite,Eternatus,Glimmora,Ho-Oh,Iron Valiant,Ting-Lu,Ho-Oh,Klefki,Ho-Oh,Iron Valiant
Clawitzer,Floatzel,Politoed,Raichu,Whimsicott,Zoroark-Hisui,Cinccino,Garganacl,Grimmsnarl,Sinistcha,Talonflame,Tatsugiri,Floatzel,Politoed,Cinccino,Talonflame
Clawitzer,Floatzel,Politoed,Raichu,Whimsicott,Zoroark-Hisui,Cinccino,Garganacl,Grimmsnarl,Sinistcha,Talonflame,Tatsugiri,Floatzel,Whimsicott,Cinccino,Talonflame
Chi-Yu,Dondozo,Flutter Mane,Mewtwo,Tatsugiri,Zamazenta-*,Arcanine-Hisui,Probopass,Sinistcha,Terapagos,Tornadus,Zacian-*,Flutter Mane,Mewtwo,Arcanine-Hisui,Tornadus
Clawitzer,Floatzel,Politoed,Raichu,Whimsicott,Zoroark-Hisui,Cinccino,Garganacl,Grimmsnarl,Sinistcha,Talonflame,Tatsugiri,Floatzel,Politoed,Cinccino,Talonflame
Chi-Yu,Dondozo,Flutter Mane,Mewtwo,Tatsugiri,Zamazenta-*,Arcanine-Hisui,Probopass,Sinistcha,Terapagos,Tornadus,Zacian-*,Flutter Mane,Zamazenta-Crowned,Probopass,Terapagos
Clawitzer,Floatzel,Politoed,Raichu,Whimsicott,Zoroark-Hisui,Cinccino,Garganacl,Grimmsnarl,Sinistcha,Talonflame,Tatsugiri,Floatzel,Politoed,Grimmsnarl,Talonflame
Annihilape,Glastrier,Grimmsnarl,Oranguru,Primarina,Ursaluna-Bloodmoon,Annihilape,Archaludon,Chi-Yu,Maushold-Four,Sinistcha,Toxtricity-Low-Key,Oranguru,Ursaluna-Bloodmoon,Sinistcha,Toxtricity-Low-Key
Annihilape,Archaludon,Chi-Yu,Maushold-Four,Sinistcha,Toxtricity-Low-Key,Annihilape,Glastrier,Grimmsnarl,Oranguru,Primarina,Ursaluna-Bloodmoon,Chi-Yu,Toxtricity-Low-Key,Grimmsnarl,Ursaluna-Bloodmoon
Articuno-Galar,Corviknight,Indeedee-F,Porygon2,Raichu-Alola,Roaring Moon,Brute Bonnet,Dachsbun,Ho-Oh,Incineroar,Koraidon,Ogerpon-Wellspring,Indeedee-F,Porygon2,Koraidon,Ogerpon-Wellspring
Farigiraf,Goodra-Hisui,Grimmsnarl,Landorus-Therian,Skeledirge,Sneasler,Gholdengo,Incineroar,Kommo-o,Rillaboom,Tornadus,Volcarona,Grimmsnarl,Skeledirge,Gholdengo,Incineroar
Farigiraf,Goodra-Hisui,Grimmsnarl,Landorus-Therian,Skeledirge,Sneasler,Gholdengo,Incineroar,Kommo-o,Rillaboom,Tornadus,Volcarona,Grimmsnarl,Skeledirge,Gholdengo,Incineroar
Farigiraf,Gholdengo,Incineroar,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Gholdengo,Incineroar,Kommo-o,Rillaboom,Tornadus,Volcarona,Farigiraf,Ursaluna-Bloodmoon,Incineroar,Tornadus
Farigiraf,Gholdengo,Incineroar,Rillaboom,Ursaluna-Bloodmoon,Urshifu-*,Gholdengo,Incineroar,Kommo-o,Rillaboom,Tornadus,Volcarona,Incineroar,Urshifu-Rapid-Strike,Incineroar,Volcarona
Basculegion-F,Hippowdon,Iron Moth,Iron Valiant,Lycanroc,Roaring Moon,Alcremie,Arboliva,Bronzong,Golem-Alola,Reuniclus,Sandaconda,Lycanroc,Roaring Moon,Reuniclus,Sandaconda
Basculegion-F,Hippowdon,Iron Moth,Iron Valiant,Lycanroc,Roaring Moon,Alcremie,Arboliva,Bronzong,Golem-Alola,Reuniclus,Sandaconda,Iron Moth,Iron Valiant,Alcremie,Arboliva
Clefable,Cresselia,Hitmontop,Hydreigon,Maushold-Four,Palossand,Iron Treads,Kingdra,Moltres,Raikou,Thundurus,Tinkaton,Hitmontop,Maushold-Four,Thundurus,Tinkaton
Iron Treads,Kingdra,Moltres,Raikou,Thundurus,Tinkaton,Clefable,Cresselia,Hitmontop,Hydreigon,Maushold-Four,Palossand,Moltres,Thundurus,Maushold-Four,Palossand
Iron Treads,Kingdra,Moltres,Raikou,Thundurus,Tinkaton,Clefable,Cresselia,Hitmontop,Hydreigon,Maushold-Four,Palossand,Thundurus,Tinkaton,Hitmontop,Maushold-Four
Amoonguss,Ariados,Grimmsnarl,Koraidon,Lunala,Yanmega,Azelf,Calyrex-Shadow,Dragonite,Iron Hands,Snorlax,Weavile,Ariados,Yanmega,Calyrex-Shadow,Weavile
Amoonguss,Ariados,Entei,Froslass,Koraidon,Lunala,Garchomp,Greninja-*,Latios,Lucario,Meowscarada,Tornadus,Froslass,Lunala,Garchomp,Latios
Armarouge,Gouging Fire,Incineroar,Ninetales,Ogerpon-Hearthflame,Volcarona,Barraskewda,Blastoise,Greninja-*,Kingdra,Slowking,Swampert,Gouging Fire,Incineroar,Blastoise,Slowking
Armarouge,Gouging Fire,Incineroar,Ninetales,Ogerpon-Hearthflame,Volcarona,Barraskewda,Blastoise,Greninja-*,Kingdra,Slowking,Swampert,Gouging Fire,Incineroar,Blastoise,Greninja
